id,node_id,node_label,node_type,rule_type,incoming,outgoing,turning_matrix,priority_ranks,alpha
484,RB17,RB17,roundabout,turning,850 857,855 858,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
485,RB18,RB18,roundabout,turning,783 798,781 784 794,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2]]",0.3
486,RB19,RB19,roundabout,turning,777 799,797 798,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
487,RB20,RB20,roundabout,turning,768,771 772 775 776 777,"[[0.2, 0.2, 0.2, 0.2, 0.2]]","[[1, 1, 1, 1, 1]]",0.3
488,RB21,RB21,roundabout,turning,744 753,742 743 747 749,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
489,RB22,RB22,roundabout,turning,580 593,591 594 595 596,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
490,RB23,RB23,roundabout,turning,548 553,551 552 557,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]]","[[1, 1, 1], [2, 2, 2]]",0.3
491,RB24,RB24,roundabout,turning,562 567,561 564,"[[0.5, 0.5], [0.5, 0.5]]","[[1, 1], [2, 2]]",0.3
492,RB25,RB25,roundabout,turning,467 475,465 466 472 473,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
493,RB26,RB26,roundabout,turning,352 356 368,365 366 367,"[[0.8, 0.1, 0.1], [0.1, 0.1, 0.8], [0.1, 0.8, 0.1]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3]]",0.3
494,RB27,RB27,roundabout,turning,353 375 381,376 377 379 380,"[[0.8, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667], [0.25, 0.25, 0.25, 0.25], [0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.8]]","[[1, 1, 1, 1], [2, 2, 2, 2], [3, 3, 3, 3]]",0.3
495,RB28,RB28,roundabout,turning,108 122 125 151,115 116 117 123 130,"[[0.1, 0.1, 0.0, 0.1, 0.7], [0.1, 0.1, 0.1, 0.0, 0.7], [0.2, 0.1, 0.1, 0.1, 0.5], [0.1, 0.1, 0.1, 0.0, 0.7]]","[[1, 1, 0, 1, 1], [2, 2, 1, 0, 2], [3, 3, 2, 2, 3], [4, 4, 3, 0, 4]]",0.3
496,RB29,RB29,roundabout,turning,130 149 155,151 154,"[[0.3, 0.7], [0.7, 0.3], [0.7, 0.3]]","[[1, 1], [2, 2], [3, 3]]",0.3
497,RB30,RB30,roundabout,turning,93 117,101 102 106 108,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
498,RB31,RB31,roundabout,turning,59 63,56 58 65 66,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[[1, 1, 1, 1], [2, 2, 2, 2]]",0.3
499,RB32,RB32,roundabout,turning,133 135,131 132 134 136 138,"[[0.2, 0.2, 0.2, 0.2, 0.2], [0.05, 0.05, 0.8, 0.05, 0.05]]","[[1, 1, 1, 1, 1], [2, 2, 2, 2, 2]]",0.3
500,RB33,RB33,roundabout,turning,19 23 24 158,21 22 164,"[[0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.3333333333333333, 0.3333333333333333, 0.3333333333333333], [0.8, 0.1, 0.1], [0.1, 0.1, 0.8]]","[[1, 1, 1], [2, 2, 2], [3, 3, 3], [4, 4, 4]]",0.3
