object_key,road_id,veglenkesekvensid,veglenkenummer,segmentnummer,startnode,sluttnode,typeVeg,street_name,kortform,lenkeretning,length_m,feltoversikt,lane_mode,source_files
1713032-1-10:1713047>3289800,r724,1713032,1,10,RB21,3289800,Kanalisert veg,Høviksvingen,FV1628 S1D1 m318-321,MED,4.022,,unknown,E18_8.json
443810-39-14:2644266>1713042,r500,443810,39,14,2644266,1713042,Enkel bilveg,Sandviksveien,FV1628 S1D1 m202-263,MED,60.386,1#2#3S#4S,bidirectional_special,E18_8.json
1713026-1-10:453360>3686870,r725,1713026,1,10,453360,3686870,Kanalisert veg,Høviksvingen,FV1628 S1D1 m295-308,MED,14.276,2,against_link,E18_8.json
1713032-2-10:3289800>3686862,r724,1713032,2,10,3289800,3686862,Kanalisert veg,Høviksvingen,FV1628 S1D1 m321-328,MED,7.699,1#3S,with_link_special,E18_8.json
1713032-3-10:3686862>453397,r724,1713032,3,10,3686862,453397,Kanalisert veg,Høviksvingen,FV1628 S1D1 m328-358,MED,30.394,1#3S,with_link_special,E18_8.json
1713026-3-10:3686870>3289798,r725,1713026,3,10,3686870,3289798,Kanalisert veg,Høviksvingen,FV1628 S1D1 m308-314,MED,6.739,2,against_link,E18_8.json
1713026-2-10:3289798>1713039,r725,1713026,2,10,3289798,RB21,Kanalisert veg,Høviksvingen,FV1628 S1D1 m314-318,MED,4.739,,unknown,E18_8.json
405421-1-3:453523>2644160,r726,405421,1,3,CN161,2644160,Enkel bilveg,Tuengveien,KV1294 S1D1 m0-96,MED,95.702,1#2,bidirectional,E18_8.json
1713034-1-10:1713048>3289806,r727,1713034,1,10,RB21,3289806,Kanalisert veg,Høviksvingen,FV1628 S1D1 m318-321,MED,4.258,,unknown,E18_8.json
1713034-2-10:3289806>3686864,r727,1713034,2,10,3289806,3686864,Kanalisert veg,Høviksvingen,FV1628 S1D1 m321-328,MED,7.3,2#4S,against_link_special,E18_8.json
1713029-2-3:3289805>1713044,r728,1713029,2,3,3289805,RB21,Kanalisert veg,Skjolden,KV1254 S1D1 m141-144,MED,3.913,,unknown,E18_8.json
1713034-3-10:3686864>453397,r727,1713034,3,10,3686864,453397,Kanalisert veg,Høviksvingen,FV1628 S1D1 m328-358,MED,30.494,2#4S,against_link_special,E18_8.json
1713031-2-3:3289801>1713045,r729,1713031,2,3,3289801,RB21,Kanalisert veg,Skjolden,KV1254 S1D1 m141-144,MED,4.367,,unknown,E18_8.json
443810-5-14:453300>2644266,r500,443810,5,14,453300,2644266,Enkel bilveg,Sandviksveien,FV1628 S1D1 m79-202,MED,123.79,1#2#3S#4S,bidirectional_special,E18_8.json
2644131-1-4:2644266>3686872,r730,2644131,1,4,2644266,3686872,Enkel bilveg,Sandviksveien,PV1794 S20D1 m0-5,MED,5.45,1#2,bidirectional,E18_8.json
443810-8-13:453397>2644277,r500,443810,8,13,453397,2644277,Enkel bilveg,Sandviksveien,FV1628 S1D1 m358-394,MED,35.172,1#2#3S#4S,bidirectional_special,E18_8.json
1713029-1-3:1713043>3289805,r728,1713029,1,3,1713043,3289805,Kanalisert veg,Skjolden,KV1254 S1D1 m132-141,MED,9.305,1,with_link,E18_8.json
1713031-1-3:1713043>3289801,r729,1713031,1,3,1713043,3289801,Kanalisert veg,Skjolden,KV1254 S1D1 m132-141,MED,10.281,2,against_link,E18_8.json
2644112-1-4:2644161>2644250,r731,2644112,1,4,CN59,2644250,Enkel bilveg,Tuengveien,PV1294 S2D1 m0-61,MED,61.39,1#2,bidirectional,E18_8.json
2644109-1-4:2644160>2644247,r732,2644109,1,4,2644160,2644247,Enkel bilveg,Tuengveien,PV1294 S1D1 m0-38,MED,38.38,1#2,bidirectional,E18_8.json
2644131-2-4:3686872>2644267,r730,2644131,2,4,3686872,2644267,Enkel bilveg,Sandviksveien,PV1794 S20D1 m5-43,MED,37.148,1#2,bidirectional,E18_8.json
405396-19-3:2644159>453521,r648,405396,19,3,2644159,CN161,Enkel bilveg,Solvikveien,KV1270 S1D1 m604-637,MED,33.072,1#2,bidirectional,E18_8.json
405370-3-4:2644148>1713043,r733,405370,3,4,2644148,1713043,Enkel bilveg,Skjolden,KV1254 S1D1 m93-132,MED,38.848,1#2,bidirectional,E18_8.json
443810-35-13:2644277>2644223,r500,443810,35,13,2644277,2644223,Enkel bilveg,Sandviksveien,FV1628 S1D1 m394-548,MED,154.572,1#2#3S#4S,bidirectional_special,E18_8.json
2644151-1-4:2644277>3686858,r734,2644151,1,4,2644277,3686858,Enkel bilveg,Sandviksveien,PV1794 S11D1 m22-28,MED,6.438,1#2,bidirectional,E18_8.json
2644151-2-4:3686858>2644278,r734,2644151,2,4,3686858,2644278,Enkel bilveg,Sandviksveien,PV1794 S11D1 m28-87,MED,58.78,1#2,bidirectional,E18_8.json
417888-1-3:1239317>2815775,r713,417888,1,3,1239317,2815775,Enkel bilveg,Sandviksveien,PV1794 S2D1 m14-45,MED,30.286,1#2,bidirectional,E18_8.json
2644081-1-4:2644159>2644220,r735,2644081,1,4,2644159,2644220,Enkel bilveg,Solvikveien,PV1270 S1D1 m0-69,MED,69.265,1#2,bidirectional,E18_8.json
405421-2-3:2644160>2644161,r726,405421,2,3,2644160,CN59,Enkel bilveg,Tuengveien,KV1294 S1D1 m96-132,MED,36.795,1#2,bidirectional,E18_8.json
405711-5-4:2644143>3596811,r736,405711,5,4,2644143,3596811,Enkel bilveg,Sandviksveien,KV1794 S1D1 m16-107,MED,90.147,1#2,bidirectional,E18_8.json
405711-2-4:453297>2644143,r736,405711,2,4,453297,2644143,Enkel bilveg,Sandviksveien,KV1794 S1D1 m9-16,MED,7.245,1#2,bidirectional,E18_8.json
2644140-1-4:2644142>2644271,r738,2644140,1,4,CN57,2644271,Enkel bilveg,Sandviksveien,PV1794 S10D1 m0-94,MED,94.409,1#2,bidirectional,E18_8.json E18_9.json E18_10.json
405712-3-3:3067899>453172,r739,405712,3,3,3067899,CN57,Enkel bilveg,Sandviksveien,KV1794 S2D1 m45-56,MED,10.593,1#2,bidirectional,E18_8.json E18_9.json E18_10.json
2736119-1-3:2736172>2736187,r740,2736119,1,3,CN59,2736187,Enkel bilveg,Tuengveien,PV1294 S4D1 m0-35,MED,34.683,1#2,bidirectional,E18_8.json
405711-4-4:3596807>1239317,r736,405711,4,4,3596807,1239317,Enkel bilveg,Sandviksveien,PV1794 S2D1 m0-14,MED,14.363,1#2,bidirectional,E18_8.json
405711-1-4:453300>453297,r736,405711,1,4,453300,453297,Enkel bilveg,Sandviksveien,KV1794 S1D1 m0-9,MED,9.231,1#2,bidirectional,E18_8.json
405370-1-4:453354>2644148,r733,405370,1,4,453354,2644148,Enkel bilveg,Skjolden,KV1254 S1D1 m0-93,MED,93.375,1#2,bidirectional,E18_8.json
2644147-1-4:2644148>2644275,r741,2644147,1,4,2644148,2644275,Enkel bilveg,Skjolden,PV1254 S1D1 m0-38,MED,37.891,1#2,bidirectional,E18_8.json
405711-3-4:3596811>3596807,r736,405711,3,4,3596811,3596807,Enkel bilveg,Sandviksveien,KV1794 S1D1 m107-210,MED,103.789,1#2,bidirectional,E18_8.json
405712-2-3:453166>3067899,r739,405712,2,3,453166,3067899,Enkel bilveg,Sandviksveien,KV1794 S2D1 m5-45,MED,40.165,1#2,bidirectional,E18_8.json E18_9.json E18_10.json
443810-4-14:453278>453300,r500,443810,4,14,453278,453300,Enkel bilveg,Sandviksveien,FV1628 S1D1 m30-79,MED,48.559,1#2#3S#4S,bidirectional_special,E18_8.json
446147-60-9:3078125>3078108,r081,446147,60,9,3078125,3078108,Kanalisert veg,Drammensveien,EV18 S52D1 m1649-1656,MOT,5.353,2#4#6K,against_link_special,E18_8.json E18_9.json E18_10.json
446147-59-9:3078107>3078125,r081,446147,59,9,3078107,3078125,Kanalisert veg,Drammensveien,EV18 S52D1 m1656-1660,MOT,4.444,2#4#6K,against_link_special,E18_8.json E18_9.json E18_10.json
446147-58-9:3078124>3078107,r081,446147,58,9,3078124,3078107,Kanalisert veg,Drammensveien,EV18 S52D1 m1660-1667,MOT,5.188,2#4#6K,against_link_special,E18_8.json E18_9.json E18_10.json
446147-57-9:3078123>3078124,r081,446147,57,9,3078123,3078124,Kanalisert veg,Drammensveien,EV18 S52D1 m1667-1718,MOT,53.059,2#4#6K,against_link_special,E18_8.json E18_9.json E18_10.json
2644144-1-4:2644146>2644273,r742,2644144,1,4,2644146,2644273,Enkel bilveg,Borgveien,PV1043 S2D1 m0-55,MED,54.719,1#2,bidirectional,E18_8.json
417887-1-3:3596811>3596867,r743,417887,1,3,3596811,3596867,Enkel bilveg,Sandviksveien,PV1794 S1D1 m0-4,MED,3.687,1#2,bidirectional,E18_8.json
405177-4-3:453164>453119,r744,405177,4,3,453164,CN111,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m426-713,MED,286.175,1#2,bidirectional,E18_8.json E18_9.json E18_10.json
444470-52-9:3077167>3077094,r085,444470,52,9,3077167,3077094,Kanalisert veg,Drammensveien,EV18 S52D1 m1652-1656,MOT,3.903,1#3#5,with_link,E18_8.json E18_9.json E18_10.json
417887-2-3:3596867>1411107,r743,417887,2,3,3596867,1411107,Enkel bilveg,Sandviksveien,PV1794 S1D1 m4-118,MED,114.367,1#2,bidirectional,E18_8.json
444470-51-9:453169>3077167,r085,444470,51,9,CN153,3077167,Kanalisert veg,Drammensveien,EV18 S52D1 m1656-1663,MOT,6.255,1#3#5,with_link,E18_8.json E18_9.json E18_10.json
405421-5-3:2736172>1400805,r726,405421,5,3,CN59,1400805,Enkel bilveg,Tuengveien,KV1294 S1D1 m174-196,MED,21.582,1#2,bidirectional,E18_8.json
444470-50-9:3077166>453169,r085,444470,50,9,3077166,CN153,Kanalisert veg,Drammensveien,EV18 S52D1 m1663-1667,MOT,3.213,1#3#5,with_link,E18_8.json E18_9.json E18_10.json
444470-49-9:3077093>3077166,r085,444470,49,9,3077093,3077166,Kanalisert veg,Drammensveien,EV18 S52D1 m1667-1725,MOT,58.124,1#3#5,with_link,E18_8.json E18_9.json E18_10.json
443337-5-11:3073847>453171,r746,443337,5,11,3073847,CN153,Rampe,Drammensveien,EV18 S53D1 m114 KD2 m47-153,MOT,106.0,1,with_link,E18_8.json E18_9.json E18_10.json
445075-3-14:453269>453278,r747,445075,3,14,453269,453278,Kanalisert veg,Sandviksveien,FV1628 S1D1 m17-30,MED,13.231,1#3S,with_link_special,E18_8.json
446663-3-14:453273>453278,r748,446663,3,14,453273,453278,Kanalisert veg,Sandviksveien,FV1628 S1D1 m17-30,MED,13.73,2,against_link,E18_8.json
446147-56-21:0.28450919@446147>3078123,r081,446147,56,21,0.28450919@446147,3078123,Kanalisert veg,Drammensveien,EV18 S52D1 m1718-1725,MOT,6.588,2#4#6K,against_link_special,E18_8.json E18_9.json E18_10.json
405712-1-3:453165>453166,r739,405712,1,3,453165,453166,Enkel bilveg,Sandviksveien,KV1794 S2D1 m0-5,MED,5.332,1#2,bidirectional,E18_8.json E18_9.json E18_10.json
446147-56-20:3078106>0.28450919@446147,r081,446147,56,20,3078106,0.28450919@446147,Kanalisert veg,Drammensveien,EV18 S53D1 m0-87,MOT,86.531,2#4#6K,against_link_special,E18_8.json E18_9.json E18_10.json
2644084-1-5:2644223>3686857,r651,2644084,1,5,2644223,3686857,Enkel bilveg,Sandviksveien,PV1794 S3D1 m0-6,MED,6.03,1#2,bidirectional,E18_8.json
445075-2-14:3077502>453269,r747,445075,2,14,3077502,453269,Kanalisert veg,Sandviksveien,FV1628 S1D1 m4-17,MED,13.598,1,with_link,E18_8.json
443338-3-10:453208>3073849,r749,443338,3,10,CN154,3073849,Rampe,Drammensveien,EV18 S53D1 m114 KD1 m16-189,MOT,173.0,1,with_link,E18_8.json E18_9.json
443622-2-11:453191>453165,r715,443622,2,11,453191,453165,Enkel bilveg,Sandviksveien,FV164 S1D1 m219-345,MED,126.011,1#2,bidirectional,E18_8.json E18_9.json E18_10.json
446663-2-14:3078485>453273,r748,446663,2,14,3078485,453273,Kanalisert veg,Sandviksveien,FV1628 S1D1 m4-17,MED,12.157,2,against_link,E18_8.json
445075-1-12:453261>3077502,r747,445075,1,12,RB20,3077502,Kanalisert veg,Sandviksveien,FV1628 S1D1 m0-4,MED,6.577,,unknown,E18_8.json
443336-4-11:3073837>3073841,r750,443336,4,11,3073837,3073841,Rampe,Drammensveien,EV18 S53D1 m114 KD6 m6-152,MOT,145.597,1,with_link,E18_8.json
443338-4-9:3073849>453259,r749,443338,4,9,3073849,RB20,Rampe,Drammensveien,EV18 S53D1 m114 KD1 m189-194,MOT,5.0,,unknown,E18_8.json
444470-48-11:3077165>3077093,r085,444470,48,11,3077165,3077093,Kanalisert veg,Drammensveien,EV18 S53D1 m0-93,MOT,92.567,1#3#5,with_link,E18_8.json E18_9.json E18_10.json
446663-1-12:453265>3078485,r748,446663,1,12,RB20,3078485,Kanalisert veg,Sandviksveien,FV1628 S1D1 m0-4,MED,7.582,,unknown,E18_8.json
405092-3-3:2644146>1401536,r661,405092,3,3,2644146,1401536,Enkel bilveg,Borgveien,KV1043 S1D1 m342-400,MED,58.283,1#2,bidirectional,E18_8.json
405092-2-3:453354>2644146,r661,405092,2,3,453354,2644146,Enkel bilveg,Borgveien,KV1043 S1D1 m270-342,MED,72.552,1#2,bidirectional,E18_8.json
443336-1-10:453256>3073837,r750,443336,1,10,RB20,3073837,Rampe,Drammensveien,EV18 S53D1 m114 KD6 m0-6,MOT,6.0,,unknown,E18_8.json
2644149-1-4:2644150>2644276,r752,2644149,1,4,2644150,2644276,Enkel bilveg,Borgveien,PV1043 S3D1 m0-37,MED,36.524,1#2,bidirectional,E18_8.json
2644153-1-4:2644154>2644280,r753,2644153,1,4,2644154,2644280,Enkel bilveg,Borgveien,PV1043 S4D1 m0-59,MED,58.671,1#2,bidirectional,E18_8.json
2644145-1-4:1401536>2644274,r754,2644145,1,4,1401536,2644274,Enkel bilveg,Borgveien,PV1043 S6D1 m0-16,MED,15.869,1#2,bidirectional,E18_8.json
446424-1-9:453257>3289795,r755,446424,1,9,RB20,3289795,Kanalisert veg,Sandviksveien,FV164 S1D1 m0-5,MED,6.723,,unknown,E18_8.json
446147-55-11:453206>3078106,r081,446147,55,11,CN154,3078106,Kanalisert veg,Drammensveien,EV18 S53D1 m87-93,MOT,7.969,2#4#6K,against_link_special,E18_8.json E18_9.json
446424-2-9:3289795>3289794,r755,446424,2,9,3289795,3289794,Kanalisert veg,Sandviksveien,FV164 S1D1 m5-72,MED,67.482,2#2H1,against_link_special,E18_8.json
443337-3-11:3073844>3073847,r746,443337,3,11,3073844,3073847,Rampe,Drammensveien,EV18 S53D1 m114 KD2 m5-47,MOT,42.0,1,with_link,E18_8.json E18_9.json
444834-1-9:453262>3289791,r756,444834,1,9,RB20,3289791,Kanalisert veg,Sandviksveien,FV164 S1D1 m0-5,MED,7.465,,unknown,E18_8.json
446147-54-11:3078105>453206,r081,446147,54,11,3078105,CN154,Kanalisert veg,Drammensveien,EV18 S53D1 m93-219,MOT,130.514,2#4#6K,against_link_special,E18_8.json E18_9.json
405092-4-3:2644150>453354,r661,405092,4,3,2644150,453354,Enkel bilveg,Borgveien,KV1043 S1D1 m201-270,MED,69.077,1#2,bidirectional,E18_8.json
444834-2-9:3289791>3289790,r756,444834,2,9,3289791,3289790,Kanalisert veg,Sandviksveien,FV164 S1D1 m5-72,MED,69.998,1,with_link,E18_8.json
444470-139-11:3323897>3077165,r085,444470,139,11,3323897,3077165,Kanalisert veg,Drammensveien,EV18 S53D1 m93-219,MOT,119.147,1#3#5,with_link,E18_8.json E18_9.json
443336-5-10:3073841>3073842,r750,443336,5,10,3073841,3073842,Rampe,Drammensveien,EV18 S53D1 m114 KD6 m152-163,MOT,10.987,1,with_link,E18_8.json
443336-7-11:3073842>3073843,r750,443336,7,11,3073842,3073843,Rampe,Drammensveien,EV18 S53D1 m114 KD6 m163-180,MOT,17.745,1,with_link,E18_8.json
443336-10-9:3323903>453309,r750,443336,10,9,3323903,CN157,Rampe,Drammensveien,EV18 S53D1 m114 KD6 m190-283,MOT,93.288,1,with_link,E18_8.json
443336-8-9:3073843>3323903,r750,443336,8,9,3073843,3323903,Rampe,Drammensveien,EV18 S53D1 m114 KD6 m180-190,MOT,9.583,1,with_link,E18_8.json
405092-5-3:2644154>2644150,r661,405092,5,3,2644154,2644150,Enkel bilveg,Borgveien,KV1043 S1D1 m121-201,MED,79.696,1#2,bidirectional,E18_8.json
446147-50-11:453314>3078104,r081,446147,50,11,CN157,3078104,Kanalisert veg,Drammensveien,EV18 S53D1 m307-379,MOT,73.658,2#4#6K,against_link_special,E18_8.json
446147-51-11:3078104>3323899,r081,446147,51,11,3078104,3323899,Kanalisert veg,Drammensveien,EV18 S53D1 m271-307,MOT,29.379,2#4#6K,against_link_special,E18_8.json
446147-151-11:3323899>3078065,r081,446147,151,11,3323899,3078065,Kanalisert veg,Drammensveien,EV18 S53D1 m265-271,MOT,6.21,2#4#6K,against_link_special,E18_8.json
446147-52-11:3078065>3078117,r081,446147,52,11,3078065,3078117,Kanalisert veg,Drammensveien,EV18 S53D1 m231-265,MOT,29.128,2#4#6K,against_link_special,E18_8.json
446147-53-11:3078117>3078105,r081,446147,53,11,3078117,3078105,Kanalisert veg,Drammensveien,EV18 S53D1 m219-231,MOT,12.018,2#4#6K,against_link_special,E18_8.json
443337-1-10:453198>3073844,r746,443337,1,10,RB18,3073844,Rampe,Drammensveien,EV18 S53D1 m114 KD2 m0-5,MOT,5.0,,unknown,E18_8.json E18_9.json
444836-2-11:3289781>453191,r759,444836,2,11,3289781,453191,Kanalisert veg,Sandviksveien,FV164 S1D1 m192-219,MED,29.194,1,with_link,E18_8.json E18_9.json
446426-2-11:3289782>453191,r760,446426,2,11,3289782,453191,Kanalisert veg,Sandviksveien,FV164 S1D1 m192-219,MED,25.752,2,against_link,E18_8.json E18_9.json
443334-6-11:453212>3073834,r762,443334,6,11,453212,3073834,Rampe,Drammensveien,EV18 S53D1 m114 KD3 m175-210,MOT,35.0,1,with_link,E18_8.json E18_9.json
446426-1-11:453197>3289782,r760,446426,1,11,RB18,3289782,Kanalisert veg,Sandviksveien,FV164 S1D1 m188-192,MED,7.307,,unknown,E18_8.json E18_9.json
405177-3-3:453209>453164,r744,405177,3,3,453209,453164,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m229-426,MED,197.497,1#2,bidirectional,E18_8.json E18_9.json
418181-1-3:453164>2814317,r763,418181,1,3,453164,2814317,Enkel bilveg,Flyinnveien,PV2305 S1D1 m0-88,MED,87.57,1#2,bidirectional,E18_8.json E18_9.json
443334-9-13:2824651>453212,r762,443334,9,13,2824651,453212,Rampe,Drammensveien,EV18 S53D1 m114 KD3 m130-175,MOT,45.334,1,with_link,E18_8.json
443335-1-6:453212>3073835,r764,443335,1,6,453212,3073835,Rampe,,EV18 S53D1 m114 KD5 m0-14,MOT,13.658,,unknown,E18_8.json E18_9.json
443335-2-6:3073835>3073836,r764,443335,2,6,3073835,CN113,Rampe,,EV18 S53D1 m114 KD5 m14-33,MOT,19.744,1,with_link,E18_8.json E18_9.json
444470-47-11:3077092>3323897,r085,444470,47,11,3077092,3323897,Kanalisert veg,Drammensveien,EV18 S53D1 m219-231,MOT,17.539,1#3#5,with_link,E18_8.json
443334-7-10:3073834>453205,r762,443334,7,10,3073834,RB18,Rampe,Drammensveien,EV18 S53D1 m114 KD3 m210-215,MOT,5.0,,unknown,E18_8.json E18_9.json
444470-45-11:3077164>453276,r085,444470,45,11,3077164,CN155,Kanalisert veg,Drammensveien,EV18 S53D1 m307-379,MOT,72.115,1#3#5,with_link,E18_8.json
444470-129-11:2520162>3077164,r085,444470,129,11,CN29,3077164,Kanalisert veg,Drammensveien,EV18 S53D1 m379-710,MOT,329.522,1#3#5,with_link,E18_8.json
444470-138-11:3323898>3077092,r085,444470,138,11,3323898,3077092,Kanalisert veg,Drammensveien,EV18 S53D1 m231-271,MOT,38.73,1#3#5,with_link,E18_8.json
444470-46-11:453276>3323898,r085,444470,46,11,CN155,3323898,Kanalisert veg,Drammensveien,EV18 S53D1 m271-307,MOT,40.022,1#3#5,with_link,E18_8.json
443334-8-11:2824650>2824651,r762,443334,8,11,2824650,2824651,Rampe,Drammensveien,EV18 S53D1 m114 KD3 m49-130,MOT,80.706,1,with_link,E18_8.json
2644152-1-4:2644154>2644279,r766,2644152,1,4,2644154,2644279,Enkel bilveg,Borgveien,PV1043 S5D1 m0-30,MED,30.419,1#2,bidirectional,E18_8.json
446425-4-9:3289792>453204,r767,446425,4,9,3289792,RB18,Kanalisert veg,Sandviksveien,FV164 S1D1 m182-188,MED,6.02,,unknown,E18_8.json E18_9.json
444836-1-11:453196>3289781,r759,444836,1,11,RB18,3289781,Kanalisert veg,Sandviksveien,FV164 S1D1 m188-192,MED,6.971,,unknown,E18_8.json E18_9.json
443334-5-9:453270>2824650,r762,443334,5,9,CN155,2824650,Rampe,Drammensveien,EV18 S53D1 m114 KD3 m17-49,MOT,31.959,1,with_link,E18_8.json
446425-2-9:453211>3289792,r767,446425,2,9,CN113,3289792,Kanalisert veg,Sandviksveien,FV164 S1D1 m166-182,MED,25.668,2#2H1,against_link_special,E18_8.json E18_9.json
446424-3-9:3289794>453234,r755,446424,3,9,3289794,RB19,Kanalisert veg,Sandviksveien,FV164 S1D1 m72-79,MED,9.181,,unknown,E18_8.json
444835-3-9:3289783>453200,r769,444835,3,9,3289783,RB18,Kanalisert veg,Sandviksveien,FV164 S1D1 m182-188,MED,8.88,,unknown,E18_8.json E18_9.json
444834-3-9:3289790>453240,r756,444834,3,9,3289790,RB19,Kanalisert veg,Sandviksveien,FV164 S1D1 m72-79,MED,7.247,,unknown,E18_8.json
444835-2-9:3289784>3289783,r769,444835,2,9,3289784,3289783,Kanalisert veg,Sandviksveien,FV164 S1D1 m83-182,MED,101.891,1#1V1,with_link_special,E18_8.json E18_9.json
446425-3-9:3289793>453211,r767,446425,3,9,3289793,CN113,Kanalisert veg,Sandviksveien,FV164 S1D1 m83-166,MED,71.338,2#2H1,against_link_special,E18_8.json
446425-1-9:453232>3289793,r767,446425,1,9,RB19,3289793,Kanalisert veg,Sandviksveien,FV164 S1D1 m79-83,MED,6.68,,unknown,E18_8.json
446677-3-12:3078492>453241,r771,446677,3,12,3078492,RB19,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m1379-1385,MED,7.776,,unknown,E18_8.json
444835-1-9:453230>3289784,r769,444835,1,9,RB19,3289784,Kanalisert veg,Sandviksveien,FV164 S1D1 m79-83,MED,6.322,,unknown,E18_8.json
446677-2-12:453246>3078492,r771,446677,2,12,453246,3078492,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m1369-1379,MED,10.828,2,against_link,E18_8.json
445089-3-12:3077507>453235,r772,445089,3,12,3077507,RB19,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m1379-1385,MED,6.318,,unknown,E18_8.json
405710-3-3:453393>1403718,r673,405710,3,3,453393,1403718,Enkel bilveg,Henry Lehres vei,KV1793 S1D1 m280-374,MED,94.244,1#2,bidirectional,E18_8.json
2814295-1-3:2814316>2814379,r773,2814295,1,3,CN64,2814379,Enkel bilveg,Homans vei,PV1132 S6D1 m0-55,MED,54.616,1#2,bidirectional,E18_8.json E18_9.json
445089-2-12:453243>3077507,r772,445089,2,12,453243,3077507,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m1369-1379,MED,13.526,1,with_link,E18_8.json
441689-1-3:1241073>453209,r774,441689,1,3,1241073,453209,Enkel bilveg,Gamle Drammensvei,KV1101 S5D1 m0-30,MED,29.878,1#2,bidirectional,E18_8.json E18_9.json
446677-1-12:453251>453246,r771,446677,1,12,453251,453246,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m1357-1369,MED,12.301,2,against_link,E18_8.json
2814283-1-3:2814393>2814317,r775,2814283,1,3,2814393,2814317,Enkel bilveg,Flyinnveien,PV2305 S2D1 m0-62,MOT,62.32,1#2,bidirectional,E18_8.json E18_9.json
445089-1-12:453251>453243,r772,445089,1,12,453251,453243,Kanalisert veg,Stasjonsveien,FV1623 S1D1 m1357-1369,MED,11.691,1,with_link,E18_8.json
444326-25-12:453260>453251,r692,444326,25,12,453260,453251,Enkel bilveg,Stasjonsveien,FV1623 S1D1 m1319-1357,MED,37.751,1#2,bidirectional,E18_8.json
405434-2-3:453385>1401045,r776,405434,2,3,453385,1401045,Enkel bilveg,Vesleveien,KV1307 S1D1 m47-273,MED,226.302,1#2,bidirectional,E18_8.json
405710-2-3:453406>453393,r673,405710,2,3,453406,453393,Enkel bilveg,Henry Lehres vei,KV1793 S1D1 m239-280,MED,40.748,1#2,bidirectional,E18_8.json
417565-1-3:453393>1240258,r777,417565,1,3,453393,1240258,Enkel bilveg,Stasjonsstien,PV1273 S2D1 m0-50,MED,49.531,1#2,bidirectional,E18_8.json
405177-2-3:453252>453209,r744,405177,2,3,453252,453209,Enkel bilveg,Gamle Drammensvei,KV1101 S4D1 m86-229,MED,142.371,1#2,bidirectional,E18_8.json E18_9.json
405367-1-3:453209>453207,r778,405367,1,3,453209,CN65,Enkel bilveg,Sjøveien,KV1251 S1D1 m0-77,MED,76.741,1#2,bidirectional,E18_8.json E18_9.json
405218-1-3:453260>453252,r779,405218,1,3,453260,453252,Enkel bilveg,Homans vei,KV1132 S1D1 m0-64,MED,63.903,1#2,bidirectional,E18_8.json
444326-24-12:453279>453260,r692,444326,24,12,CN156,453260,Enkel bilveg,Stasjonsveien,FV1623 S1D1 m1276-1319,MED,43.057,1#2,bidirectional,E18_8.json
417564-1-3:453406>1407095,r780,417564,1,3,453406,1407095,Enkel bilveg,Stasjonsstien,PV1273 S1D1 m0-83,MED,83.134,1#2,bidirectional,E18_8.json
418181-2-3:2814317>1404412,r763,418181,2,3,2814317,1404412,Enkel bilveg,Flyinnveien,PV2305 S1D1 m88-100,MED,12.616,1#2,bidirectional,E18_8.json E18_9.json
405218-10-3:2646619>2646618,r779,405218,10,3,2646619,CN64,Enkel bilveg,Homans vei,KV1132 S1D1 m695-743,MED,48.471,1#2,bidirectional,E18_8.json E18_9.json
444326-23-12:453282>453279,r692,444326,23,12,453282,CN156,Enkel bilveg,Stasjonsveien,FV1623 S1D1 m1272-1276,MED,3.697,1#2,bidirectional,E18_8.json
444326-22-12:453283>453282,r692,444326,22,12,CN156,453282,Enkel bilveg,Stasjonsveien,FV1623 S1D1 m1268-1272,MED,3.989,1#2,bidirectional,E18_8.json
444326-21-12:453364>453283,r692,444326,21,12,453364,CN156,Enkel bilveg,Stasjonsveien,FV1623 S1D1 m990-1268,MED,277.906,1#2,bidirectional,E18_8.json
405344-1-3:1238939>2646617,r783,405344,1,3,1238939,2646617,Enkel bilveg,Preståsen,KV1235 S1D1 m0-316,MED,316.113,1#2,bidirectional,E18_8.json E18_9.json
405087-2-3:453280>453284,r784,405087,2,3,CN156,CN66,Enkel bilveg,Blommenholmveien,KV1040 S1D1 m16-74,MED,57.492,1#2,bidirectional,E18_8.json
405910-1-3:453207>1401284,r785,405910,1,3,CN65,1401284,Enkel bilveg,Tomtestubben,KV2306 S1D1 m0-153,MED,153.158,1#2,bidirectional,E18_8.json E18_9.json
405218-11-3:2646620>2646619,r779,405218,11,3,2646620,2646619,Enkel bilveg,Homans vei,KV1132 S1D1 m601-695,MED,94.182,1#2,bidirectional,E18_8.json E18_9.json
2646935-1-4:2646619>2646809,r786,2646935,1,4,2646619,2646809,Enkel bilveg,Homans vei,PV1132 S2D1 m0-45,MED,44.574,1#2,bidirectional,E18_8.json E18_9.json
405734-3-3:3588564>3588565,r787,405734,3,3,3588564,3588565,Enkel bilveg,Sverrestien,KV1823 S1D1 m108-654,MED,546.342,1#2,bidirectional,E18_8.json E18_9.json
