object_key,road_id,veglenkesekvensid,veglenkenummer,segmentnummer,startnode,sluttnode,typeVeg,street_name,kortform,lenkeretning,length_m,feltoversikt,lane_mode,source_files
443790-2-11:451450>2815454,r895,443790,2,11,451450,2815454,Enkel bilveg,Slependveien,FV1432 S1D1 m1231-1243,MED,12.043,1#2,bidirectional,E18_10.json
443340-5-16:3073860>0.81846632@443340,r973,443340,5,16,3073860,0.81846632@443340,Rampe,Ringeriksveien,EV18 S52D1 m216 KD10 m42-117,MOT,75.853,1,with_link,E18_10.json
445052-3-11:3290232>3859810,r949,445052,3,11,3290232,3859810,Kanalisert veg,Sandviksveien,FV1424 S1D1 m86-115,MED,29.423,1#3,with_link,E18_10.json
443340-4-12:3073859>3073860,r973,443340,4,12,3073859,3073860,Rampe,Ringeriksveien,EV18 S52D1 m216 KD10 m16-42,MOT,25.63,1,with_link,E18_10.json
444470-132-9:3077171>3077169,r085,444470,132,9,3077171,3077169,Kanalisert veg,Drammensveien,EV18 S52D1 m367-449,MOT,81.002,1#3,with_link,E18_10.json
445047-2-11:3290935>451450,r974,445047,2,11,3290935,451450,Kanalisert veg,Slependveien,FV1432 S1D1 m1207-1231,MED,24.671,1,with_link,E18_10.json
446635-2-11:3290936>451450,r975,446635,2,11,3290936,451450,Kanalisert veg,Slependveien,FV1432 S1D1 m1207-1231,MED,24.748,2,against_link,E18_10.json
405749-13-5:3841264>1934867,r976,405749,13,5,3841264,1934867,Enkel bilveg,Brambanis vei,KV1848 S1D1 m42-59,MED,17.376,1#2,bidirectional,E18_10.json
443339-8-12:3073855>3073853,r977,443339,8,12,3073855,3073853,Rampe,Drammensveien,EV18 S52D1 m216 KD3 m208-299,MOT,90.574,1,with_link,E18_10.json
443339-7-13:3073854>3073855,r977,443339,7,13,3073854,3073855,Rampe,Drammensveien,EV18 S52D1 m216 KD3 m185-208,MOT,23.629,1,with_link,E18_10.json
443342-1-10:3248414>3073863,r916,443342,1,10,RB10,3073863,Rampe,Drammensveien,EV18 S52D1 m216 KD6 m0-10,MOT,10.0,,unknown,E18_10.json
2538749-3-5:2538480>2538484,r972,2538749,3,5,2538480,2538484,Enkel bilveg,Slependveien,PV600 S1D1 m17-48,MED,31.147,1#2,bidirectional,E18_10.json
446640-1-11:3248421>3290230,r947,446640,1,11,RB10,3290230,Kanalisert veg,Sandviksveien,FV1424 S1D1 m79-86,MED,10.188,,unknown,E18_10.json
2538705-1-3:2538421>3587244,r980,2538705,1,3,2538421,3587244,Kanalisert veg,Solhaugveien,KV1661 S1D1 m1458-1467,MED,9.845,2,against_link,E18_10.json
2538708-1-3:2538421>3587242,r981,2538708,1,3,2538421,3587242,Kanalisert veg,Solhaugveien,KV1661 S1D1 m1458-1466,MED,9.988,1,with_link,E18_10.json
443340-2-11:3073858>3073859,r973,443340,2,11,3073858,3073859,Rampe,Ringeriksveien,EV18 S52D1 m216 KD10 m9-16,MOT,6.934,1,with_link,E18_10.json
417836-2-3:2538478>451996,r982,417836,2,3,CN08,451996,Enkel bilveg,Jongssvingen,PV1664 S2D1 m14-60,MED,46.102,1#2,bidirectional,E18_10.json
417836-3-3:3587316>2538478,r982,417836,3,3,3587316,CN08,Enkel bilveg,Jongssvingen,PV1664 S2D1 m12-14,MED,2.453,1#2,bidirectional,E18_10.json
417836-1-3:1240772>3587316,r982,417836,1,3,CN08,3587316,Enkel bilveg,Jongssvingen,PV1664 S2D1 m0-12,MED,11.839,1#2,bidirectional,E18_10.json
2802005-7-14:0.07948881@2802005>452613,r984,2802005,7,14,0.07948881@2802005,CN148,Enkel bilveg,,EV16 S47D70 m5375-7690,MED,2315.092,1#3,with_link,E18_10.json E18_11.json
443339-5-12:452729>3073854,r977,443339,5,12,452729,3073854,Rampe,Drammensveien,EV18 S52D1 m216 KD3 m169-185,MOT,15.798,1,with_link,E18_10.json
2802004-1-10:452638>3182400,r985,2802004,1,10,452638,3182400,Enkel bilveg,,EV16 S47D70 m7690-7728,MED,38.288,1#3,with_link,E18_10.json
443340-1-11:452729>3073858,r973,443340,1,11,452729,3073858,Rampe,Ringeriksveien,EV18 S52D1 m216 KD10 m0-9,MOT,9.0,,unknown,E18_10.json
405619-4-3:451996>3587261,r945,405619,4,3,451996,3587261,Enkel bilveg,Jongssvingen,KV1664 S1D1 m253-286,MED,32.586,1#2,bidirectional,E18_10.json
443340-5-17:0.81846632@443340>452640,r973,443340,5,17,0.81846632@443340,452640,Rampe,Ringeriksveien,EV18 S52D1 m216 KD10 m117-130,MOT,12.583,1,with_link,E18_10.json
445052-1-11:452580>3290232,r949,445052,1,11,RB10,3290232,Kanalisert veg,Sandviksveien,FV1424 S1D1 m79-86,MED,8.436,,unknown,E18_10.json
405749-14-5:3306975>3841264,r976,405749,14,5,3306975,3841264,Enkel bilveg,Brambanis vei,KV1848 S1D1 m0-42,MED,41.813,1#2,bidirectional,E18_10.json
445160-1-11:451386>3077554,r987,445160,1,11,451386,3077554,Kanalisert veg,Tanumveien,FV1434 S2D1 m2569-2588,MED,19.763,1,with_link,E18_10.json
2538708-2-3:3587242>2538420,r981,2538708,2,3,3587242,CN40,Kanalisert veg,Solhaugveien,KV1661 S1D1 m1466-1479,MED,14.625,1,with_link,E18_10.json
2538705-2-3:3587244>3587449,r980,2538705,2,3,3587244,CN40,Kanalisert veg,Solhaugveien,KV1661 S1D1 m1467-1479,MED,12.189,2,against_link,E18_10.json
443339-10-14:3073856>452729,r977,443339,10,14,3073856,452729,Rampe,Drammensveien,EV18 S52D1 m216 KD3 m112-169,MOT,56.737,1,with_link,E18_10.json
3182395-1-9:452640>3182401,r989,3182395,1,9,452640,3182401,Rampe,,EV18 S52D1 m216 KD10 m130-153,MOT,23.0,1,with_link,E18_10.json
445047-1-11:451423>3290935,r974,445047,1,11,RB01,3290935,Kanalisert veg,Slependveien,FV1432 S1D1 m1202-1207,MED,4.97,,unknown,E18_10.json
405110-1-3:451750>3605149,r990,405110,1,3,451750,3605149,Enkel bilveg,Damveien,KV1061 S1D1 m0-118,MED,118.355,1#2,bidirectional,E18_10.json
443861-14-13:3075148>3075147,r820,443861,14,13,3075148,3075147,Enkel bilveg,Sandviksveien,FV1648 S1D1 m661-781,MED,120.502,1#2,bidirectional,E18_10.json
446635-1-11:451444>3290936,r975,446635,1,11,RB01,3290936,Kanalisert veg,Slependveien,FV1432 S1D1 m1202-1207,MED,7.002,,unknown,E18_10.json
445160-2-11:3077554>451415,r987,445160,2,11,3077554,RB01,Kanalisert veg,Tanumveien,FV1434 S2D1 m2588-2592,MED,6.242,,unknown,E18_10.json
405616-2-3:451763>451750,r890,405616,2,3,451763,451750,Enkel bilveg,Solhaugveien,KV1661 S1D1 m64-106,MED,42.135,1#2,bidirectional,E18_10.json
405619-11-3:3587261>3587449,r945,405619,11,3,3587261,CN40,Enkel bilveg,Jongssvingen,KV1664 S1D1 m286-292,MED,6.789,1#2,bidirectional,E18_10.json
417833-1-3:452043>1410491,r992,417833,1,3,CN40,1410491,Enkel bilveg,Solhaugveien,PV1661 S4D1 m0-138,MED,138.23,1#2,bidirectional,E18_10.json
405619-9-3:2538420>452126,r945,405619,9,3,CN40,452126,Enkel bilveg,Jongssvingen,KV1664 S1D1 m307-350,MED,42.617,1#2,bidirectional,E18_10.json
2538704-1-4:1412982>3605136,r993,2538704,1,4,1412982,3605136,Enkel bilveg,Kjørbokollen,PV2099 S2D1 m0-122,MED,122.372,1#2,bidirectional,E18_10.json
446748-2-11:3078541>451400,r994,446748,2,11,3078541,RB01,Kanalisert veg,Tanumveien,FV1434 S2D1 m2588-2592,MED,6.416,,unknown,E18_10.json
405623-4-5:3067893>452387,r933,405623,4,5,3067893,452387,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m196-213,MED,16.422,1#2,bidirectional,E18_10.json
2538630-2-5:2538481>2538480,r995,2538630,2,5,2538481,2538480,Kanalisert veg,Slependveien,PV600 S1D1 m11-17,MED,7.025,1,with_link,E18_10.json
2538630-3-5:3290934>2538481,r995,2538630,3,5,3290934,2538481,Kanalisert veg,Slependveien,PV600 S1D1 m5-11,MED,6.161,1,with_link,E18_10.json
2538630-1-5:2538512>3290934,r995,2538630,1,5,RB01,3290934,Kanalisert veg,Slependveien,PV600 S1D1 m0-5,MED,5.212,,unknown,E18_10.json
3182395-2-9:3182401>3182400,r989,3182395,2,9,3182401,3182400,Rampe,,EV18 S52D1 m216 KD10 m153-162,MOT,9.0,,unknown,E18_10.json
2538627-2-5:2538482>2538480,r996,2538627,2,5,2538482,2538480,Kanalisert veg,Slependveien,PV600 S1D1 m11-17,MED,7.343,2,against_link,E18_10.json
443339-9-11:3073853>452607,r977,443339,9,11,3073853,RB10,Rampe,Drammensveien,EV18 S52D1 m216 KD3 m299-308,MOT,9.0,,unknown,E18_10.json
445051-6-11:3290233>452581,r997,445051,6,11,3290233,RB10,Kanalisert veg,Sandviksveien,FV1424 S1D1 m73-79,MED,7.264,,unknown,E18_10.json
2802004-4-10:3182400>3182405,r985,2802004,4,10,3182400,3182405,Enkel bilveg,,EV16 S47D70 m7728-9932,MED,2204.191,1#3,with_link,E18_10.json E18_11.json
2538627-3-5:3290940>2538482,r996,2538627,3,5,3290940,2538482,Kanalisert veg,Slependveien,PV600 S1D1 m5-11,MED,6.479,2,against_link,E18_10.json
446147-62-9:3078109>3078150,r081,446147,62,9,3078109,3078150,Kanalisert veg,Drammensveien,EV18 S52D1 m449-556,MOT,98.335,2#4#6K,against_link_special,E18_10.json
2538627-1-5:2538509>3290940,r996,2538627,1,5,RB01,3290940,Kanalisert veg,Slependveien,PV600 S1D1 m0-5,MED,5.153,,unknown,E18_10.json
446639-6-11:3290231>452595,r998,446639,6,11,3290231,RB10,Kanalisert veg,Sandviksveien,FV1424 S1D1 m73-79,MED,7.006,,unknown,E18_10.json
445051-4-11:3077492>3290233,r997,445051,4,11,3077492,3290233,Kanalisert veg,Sandviksveien,FV1424 S1D1 m65-73,MED,8.502,1#3,with_link,E18_10.json
405619-7-3:452126>3587482,r945,405619,7,3,452126,3587482,Enkel bilveg,Jongssvingen,KV1664 S1D1 m350-363,MED,13.458,1#2,bidirectional,E18_10.json
417872-1-3:452126>3587483,r999,417872,1,3,452126,3587483,Enkel bilveg,Jongsstubben,PV1761 S1D1 m0-23,MED,22.965,1#2,bidirectional,E18_10.json
446634-3-12:3290938>451449,r1000,446634,3,12,3290938,RB01,Kanalisert veg,Slependveien,FV1432 S1D1 m1197-1202,MED,4.675,,unknown,E18_10.json
446639-4-11:3078473>3290231,r998,446639,4,11,3078473,3290231,Kanalisert veg,Sandviksveien,FV1424 S1D1 m65-73,MED,6.276,2#4,against_link,E18_10.json
405110-3-3:451919>1240771,r990,405110,3,3,CN41,1240771,Enkel bilveg,Damveien,KV1061 S1D1 m218-239,MED,21.098,1#2,bidirectional,E18_10.json
418014-1-3:452387>3587336,r964,418014,1,3,452387,3587336,Enkel bilveg,Kjørbokollen,PV2099 S1D1 m0-6,MED,5.565,1#2,bidirectional,E18_10.json
405111-1-3:451873>451919,r1001,405111,1,3,451873,CN41,Enkel bilveg,Damveien,KV1061 S2D1 m0-52,MED,52.383,1#2,bidirectional,E18_10.json
405623-5-5:452387>3067894,r933,405623,5,5,452387,3067894,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m213-304,MED,90.638,1#2,bidirectional,E18_10.json
3306995-1-2:3306973>3306975,r1002,3306995,1,2,3306973,3306975,Enkel bilveg,Kadettangen,KV92003 S1D1 m0-88,MED,88.05,1#2,bidirectional,E18_10.json
446634-2-12:1221156>3290938,r1000,446634,2,12,1221156,3290938,Kanalisert veg,Slependveien,FV1432 S1D1 m1186-1197,MED,12.833,2,against_link,E18_10.json
405110-5-3:3605149>451873,r990,405110,5,3,3605149,451873,Enkel bilveg,Damveien,KV1061 S1D1 m118-178,MED,60.069,1#2,bidirectional,E18_10.json
444470-55-9:452813>3077171,r085,444470,55,9,CN151,3077171,Kanalisert veg,Drammensveien,EV18 S52D1 m449-550,MOT,105.961,1#3,with_link,E18_10.json
405623-16-3:451582>1221163,r933,405623,16,3,451582,1221163,Enkel bilveg,Jongsåsveien,KV1667 S2D1 m0-20,MED,20.422,1#2,bidirectional,E18_10.json
445051-3-11:3077489>3077492,r997,445051,3,11,3077489,3077492,Kanalisert veg,Sandviksveien,FV1424 S1D1 m61-65,MED,2.642,1#3,with_link,E18_10.json
446639-3-11:3078474>3078473,r998,446639,3,11,3078474,3078473,Kanalisert veg,Sandviksveien,FV1424 S1D1 m61-65,MED,4.311,2#4,against_link,E18_10.json
445046-3-12:3290937>451424,r1003,445046,3,12,3290937,RB01,Kanalisert veg,Slependveien,FV1432 S1D1 m1197-1202,MED,7.298,,unknown,E18_10.json
443339-4-10:452807>3073856,r977,443339,4,10,CN151,3073856,Rampe,Drammensveien,EV18 S52D1 m216 KD3 m12-112,MOT,99.972,1,with_link,E18_10.json
445051-5-11:3077490>3077489,r997,445051,5,11,3077490,3077489,Kanalisert veg,Sandviksveien,FV1424 S1D1 m23-61,MED,39.128,1#3,with_link,E18_10.json
446639-5-11:3078475>3078474,r998,446639,5,11,3078475,3078474,Kanalisert veg,Sandviksveien,FV1424 S1D1 m23-61,MED,37.405,2#4,against_link,E18_10.json
445046-2-12:1221162>3290937,r1003,445046,2,12,1221162,3290937,Kanalisert veg,Slependveien,FV1432 S1D1 m1186-1197,MED,11.159,1,with_link,E18_10.json
446634-1-12:451476>1221156,r1000,446634,1,12,451476,1221156,Kanalisert veg,Slependveien,FV1432 S1D1 m1162-1186,MED,25.079,2,against_link,E18_10.json
405110-2-3:451873>2538477,r990,405110,2,3,451873,CN41,Enkel bilveg,Damveien,KV1061 S1D1 m178-210,MED,31.498,1#2,bidirectional,E18_10.json
2538628-1-4:2538477>2538510,r1004,2538628,1,4,CN41,2538510,Enkel bilveg,Damveien,PV1061 S1D1 m0-68,MED,67.784,1#2,bidirectional,E18_10.json
445046-1-12:451476>1221162,r1003,445046,1,12,451476,1221162,Kanalisert veg,Slependveien,FV1432 S1D1 m1162-1186,MED,24.52,1,with_link,E18_10.json
405616-18-3:3587313>451763,r890,405616,18,3,3587313,451763,Enkel bilveg,Solhaugveien,KV1661 S1D1 m19-64,MED,44.751,1#2,bidirectional,E18_10.json
2538669-1-4:451763>2538548,r1005,2538669,1,4,451763,2538548,Enkel bilveg,Solhaugveien,PV1661 S3D1 m0-65,MED,64.97,1#2,bidirectional,E18_10.json
417872-2-3:3587483>1411095,r999,417872,2,3,3587483,1411095,Enkel bilveg,Jongsstubben,PV1761 S1D1 m23-139,MED,115.945,1#2,bidirectional,E18_10.json
405623-15-5:451760>451582,r933,405623,15,5,451760,451582,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m1060-1252,MED,192.389,1#2,bidirectional,E18_10.json
2538704-2-4:3605136>2538562,r993,2538704,2,4,3605136,2538562,Enkel bilveg,Kjørbokollen,PV2099 S2D1 m122-184,MED,61.467,1#2,bidirectional,E18_10.json
2538702-1-4:1412982>2538562,r1006,2538702,1,4,1412982,2538562,Enkel bilveg,Kjørbokollen,PV2099 S1D1 m315-421,MED,105.961,1#2,bidirectional,E18_10.json
443789-11-12:3074977>451476,r1007,443789,11,12,3074977,451476,Enkel bilveg,Slependveien,FV1432 S1D1 m1150-1162,MED,11.352,1#2,bidirectional,E18_10.json
445051-2-11:3077491>3077490,r997,445051,2,11,3077491,3077490,Kanalisert veg,Sandviksveien,FV1424 S1D1 m5-23,MED,17.754,1#3,with_link,E18_10.json
446639-2-11:3078472>3078475,r998,446639,2,11,3078472,3078475,Kanalisert veg,Sandviksveien,FV1424 S1D1 m5-23,MED,18.914,2#4,against_link,E18_10.json
3963488-2-1:3963485>3963486,r1008,3963488,2,1,3963485,3963486,Enkel bilveg,Brodtkorbsgate,KV2480 S2D1 m228-465,MED,236.663,1#2,bidirectional,E18_10.json
443789-10-12:451508>3074977,r1007,443789,10,12,451508,3074977,Enkel bilveg,Slependveien,FV1432 S1D1 m983-1150,MED,167.425,1#2,bidirectional,E18_10.json
443861-3-13:3075147>452883,r820,443861,3,13,3075147,CN51,Enkel bilveg,Sandviksveien,FV1648 S1D1 m781-812,MED,31.087,1#2,bidirectional,E18_10.json
3306996-2-1:3587175>3306973,r1009,3306996,2,1,3587175,3306973,Enkel bilveg,Kadettangen,KV1152 S1D1 m22-48,MED,25.763,1#2,bidirectional,E18_10.json
406019-3-3:452699>1238651,r1010,406019,3,3,452699,1238651,Enkel bilveg,Arnold Haukelands plass,KV2484 S1D1 m48-62,MED,14.454,2#3S,bidirectional_special,E18_10.json
406022-5-3:452684>1238651,r1011,406022,5,3,452684,1238651,Enkel bilveg,Claude Monets alle,KV2487 S1D1 m338-352,MED,14.446,1#2S,bidirectional_special,E18_10.json
445051-1-10:452548>3077491,r997,445051,1,10,RB08,3077491,Kanalisert veg,Sandviksveien,FV1424 S1D1 m0-5,MED,5.561,,unknown,E18_10.json
405616-1-3:451777>3587313,r890,405616,1,3,451777,3587313,Enkel bilveg,Solhaugveien,KV1661 S1D1 m0-19,MED,19.458,1#2,bidirectional,E18_10.json
446639-1-10:452558>3078472,r998,446639,1,10,RB08,3078472,Kanalisert veg,Sandviksveien,FV1424 S1D1 m0-5,MED,6.673,,unknown,E18_10.json
2538695-1-5:2538560>3083069,r1012,2538695,1,5,2538560,3083069,Enkel bilveg,Jongsåsveien,PV1667 S4D1 m53-120,MED,67.642,1#2,bidirectional,E18_10.json
406019-2-3:3587452>452699,r1010,406019,2,3,3587452,452699,Enkel bilveg,Arnold Haukelands plass,KV2484 S1D1 m37-48,MED,10.691,2#3S,bidirectional_special,E18_10.json
406022-10-3:3605101>452684,r1011,406022,10,3,3605101,452684,Enkel bilveg,Claude Monets alle,KV2487 S1D1 m274-338,MED,63.527,1#2S,bidirectional_special,E18_10.json
444470-54-9:3077168>452813,r085,444470,54,9,3077168,CN151,Kanalisert veg,Drammensveien,EV18 S52D1 m550-556,MOT,6.013,1#3,with_link,E18_10.json
406019-4-3:3587469>3587452,r1010,406019,4,3,3587469,3587452,Enkel bilveg,Arnold Haukelands plass,KV2484 S1D1 m12-37,MED,25.028,2#3S,bidirectional_special,E18_10.json
3306996-1-1:452912>3587175,r1009,3306996,1,1,CN51,3587175,Enkel bilveg,Kadettangen,KV1152 S1D1 m20-22,MED,2.945,1#2,bidirectional,E18_10.json
445175-1-12:452566>3077568,r966,445175,1,12,RB08,3077568,Kanalisert veg,Sandviksveien,FV1648 S1D1 m333-339,MED,8.277,,unknown,E18_10.json
405623-13-5:451825>451777,r933,405623,13,5,451825,451777,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m939-1040,MED,101.024,1#2,bidirectional,E18_10.json
405623-14-5:451777>3587314,r933,405623,14,5,451777,3587314,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m1040-1056,MED,15.312,1#2,bidirectional,E18_10.json
405623-26-5:3587314>451760,r933,405623,26,5,3587314,451760,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m1056-1060,MED,3.891,1#2,bidirectional,E18_10.json
405240-1-4:451760>3067831,r1020,405240,1,4,451760,3067831,Enkel bilveg,Jongsbruveien,KV1149 S1D1 m0-9,MED,9.371,1#2,bidirectional,E18_10.json
445174-5-11:3077566>452538,r1021,445174,5,11,3077566,RB08,Kanalisert veg,Johan Grauers gate,FV1648 S1D1 m328-333,MED,5.021,,unknown,E18_10.json
445174-4-15:3077565>3077566,r1021,445174,4,15,3077565,3077566,Kanalisert veg,Johan Grauers gate,FV1648 S1D1 m254-328,MED,75.683,1#3,with_link,E18_10.json
405623-6-5:3067894>2538414,r933,405623,6,5,3067894,2538414,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m304-336,MED,32.145,1#2,bidirectional,E18_10.json
406019-1-3:1238649>3587469,r1010,406019,1,3,1238649,3587469,Enkel bilveg,Arnold Haukelands plass,KV2484 S1D1 m0-12,MED,11.886,2#3S,bidirectional_special,E18_10.json
405240-2-4:3067831>2538485,r1020,405240,2,4,3067831,2538485,Enkel bilveg,Jongsbruveien,KV1149 S1D1 m9-79,MED,70.107,1#2,bidirectional,E18_10.json
446762-5-11:3078553>452546,r1023,446762,5,11,3078553,RB08,Kanalisert veg,Johan Grauers gate,FV1648 S1D1 m328-333,MED,6.359,,unknown,E18_10.json
446763-1-12:452550>3078555,r969,446763,1,12,RB08,3078555,Kanalisert veg,Sandviksveien,FV1648 S1D1 m333-339,MED,9.79,,unknown,E18_10.json
446762-4-15:3078552>3078553,r1023,446762,4,15,3078552,3078553,Kanalisert veg,Johan Grauers gate,FV1648 S1D1 m254-328,MED,74.768,2#4,against_link,E18_10.json
2538701-3-4:3587159>2538560,r1024,2538701,3,4,3587159,2538560,Enkel bilveg,Jongsåsveien,PV1667 S4D1 m33-53,MED,20.144,1#2,bidirectional,E18_10.json
405245-1-3:451825>1403103,r1025,405245,1,3,451825,1403103,Enkel bilveg,Kampebråten,KV1153 S1D1 m0-151,MED,151.209,1#2,bidirectional,E18_10.json
2538689-1-3:2538414>3587362,r1026,2538689,1,3,2538414,3587362,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m336-351,MED,15.855,1,with_link,E18_10.json
2538696-1-3:2538414>3587361,r1027,2538696,1,3,2538414,3587361,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m336-351,MED,16.829,2,against_link,E18_10.json
406022-4-3:3587470>3605101,r1011,406022,4,3,3587470,3605101,Enkel bilveg,Claude Monets alle,KV2487 S1D1 m260-274,MED,13.714,1,with_link,E18_10.json
2538701-2-4:2538415>3587159,r1024,2538701,2,4,2538415,3587159,Enkel bilveg,Jongsåsveien,PV1667 S4D1 m18-33,MED,14.321,1#2,bidirectional,E18_10.json
405623-24-5:2538419>451825,r933,405623,24,5,2538419,451825,Enkel bilveg,Jongsåsveien,KV1667 S1D1 m888-939,MED,51.242,1#2,bidirectional,E18_10.json
2538636-1-4:2538609>2538518,r1028,2538636,1,4,CN03,2538518,Enkel bilveg,Jongsbruveien,KV1149 S3D1 m0-75,MED,74.55,1#2,bidirectional,E18_10.json
418343-1-3:452488>1407126,r1029,418343,1,3,452488,1407126,Enkel bilveg,Brodtkorbsgate,PV2480 S4D1 m0-53,MED,53.239,1#2,bidirectional,E18_10.json
2538696-2-3:3587361>2538412,r1027,2538696,2,3,3587361,RB05,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m351-362,MED,12.097,2,against_link,E18_10.json
405249-3-3:3587490>3587470,r1030,405249,3,3,3587490,3587470,Enkel bilveg,Kinoveien,KV1156 S2D1 m68-76,MED,7.585,1#2,bidirectional,E18_10.json
406022-11-3:3605103>3587470,r1011,406022,11,3,3605103,3587470,Enkel bilveg,Claude Monets alle,KV2487 S1D1 m247-260,MED,13.408,1,with_link,E18_10.json
2538689-2-3:3587362>2538403,r1026,2538689,2,3,3587362,RB05,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m351-362,MED,12.849,1,with_link,E18_10.json
445174-3-12:1917096>3077565,r1021,445174,3,12,1917096,3077565,Kanalisert veg,Johan Grauers gate,FV1648 S1D1 m158-254,MED,96.482,1#3,with_link,E18_10.json
418342-2-3:452488>1407125,r1031,418342,2,3,452488,1407125,Enkel bilveg,Brodtkorbsgate,PV2480 S2D1 m78-113,MED,34.67,1#2,bidirectional,E18_10.json
2538697-2-4:3587501>2538415,r1032,2538697,2,4,3587501,2538415,Kanalisert veg,Jongsåsveien,PV1667 S4D1 m12-18,MED,6.709,1,with_link,E18_10.json
2538699-2-4:3587502>2538415,r1033,2538699,2,4,3587502,2538415,Kanalisert veg,Jongsåsveien,PV1667 S4D1 m12-18,MED,6.369,2,against_link,E18_10.json
405249-2-3:2541057>3587490,r1030,405249,2,3,2541057,3587490,Enkel bilveg,Kinoveien,KV1156 S2D1 m7-68,MED,60.716,1#2,bidirectional,E18_10.json
2538699-1-4:2538411>3587502,r1033,2538699,1,4,RB05,3587502,Kanalisert veg,Jongsåsveien,PV1667 S4D1 m0-12,MED,12.801,2,against_link,E18_10.json
2538697-1-4:2538410>3587501,r1032,2538697,1,4,RB05,3587501,Kanalisert veg,Jongsåsveien,PV1667 S4D1 m0-12,MED,12.425,1,with_link,E18_10.json
446762-3-12:3078550>3078552,r1023,446762,3,12,3078550,3078552,Kanalisert veg,Johan Grauers gate,FV1648 S1D1 m158-254,MED,95.466,2#4,against_link,E18_10.json
2538684-1-3:452438>2538384,r1035,2538684,1,3,CN144,2538384,Kanalisert veg,Brodtkorbsgate,PV2480 S3D1 m0-88,MED,119.487,1,with_link,E18_10.json
406022-6-3:3549961>3605103,r1011,406022,6,3,3549961,3605103,Enkel bilveg,Claude Monets alle,KV2487 S1D1 m152-247,MED,94.905,1#2S,bidirectional_special,E18_10.json
418341-2-3:452363>1934873,r1036,418341,2,3,RB05,1934873,Enkel bilveg,Brodtkorbsgate,PV2480 S1D1 m15-70,MED,55.843,1#2,bidirectional,E18_10.json
1917077-1-3:452363>1917096,r1037,1917077,1,3,RB05,1917096,Enkel bilveg,Brodtkorbsgate,KV2480 S3D1 m0-78,MED,78.135,1,with_link,E18_10.json
418342-1-3:452430>452488,r1031,418342,1,3,CN144,452488,Enkel bilveg,Brodtkorbsgate,PV2480 S2D1 m0-78,MED,78.034,1#2,bidirectional,E18_10.json
2538691-1-3:2538409>3587480,r1038,2538691,1,3,RB05,3587480,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m362-376,MED,15.174,2,against_link,E18_10.json
2538688-1-3:2538406>3083067,r1039,2538688,1,3,RB05,3083067,Kanalisert veg,Brodtkorbsgate,KV2480 S1D1 m0-7,MED,6.248,1,with_link,E18_10.json
405240-5-4:2538485>1221166,r1020,405240,5,4,2538485,CN03,Enkel bilveg,Jongsbruveien,KV1149 S1D1 m79-121,MED,41.054,1#2,bidirectional,E18_10.json
2538639-1-4:2538485>2538521,r1040,2538639,1,4,2538485,2538521,Enkel bilveg,Jongsbruveien,KV1149 S2D1 m0-91,MED,90.794,1#2,bidirectional,E18_10.json
2538688-2-3:3083067>2538611,r1039,2538688,2,3,3083067,CN45,Kanalisert veg,Brodtkorbsgate,KV2480 S1D1 m7-25,MED,21.276,1,with_link,E18_10.json
2538690-1-3:2538408>3587460,r1041,2538690,1,3,RB05,3587460,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m362-375,MED,13.437,1,with_link,E18_10.json
2538693-1-3:2538405>3083068,r1042,2538693,1,3,RB05,3083068,Kanalisert veg,Brodtkorbsgate,KV2480 S1D1 m0-7,MED,8.073,2,against_link,E18_10.json
2538691-2-3:3587480>2538407,r1038,2538691,2,3,3587480,2538407,Kanalisert veg,Jongsåsveien,KV1667 S1D1 m376-388,MED,12.841,2,against_link,E18_10.json
