sample	weight	z_j54_r1_k1	z_j54_r1_k2	z_j54_r2_k1	z_j54_r2_k2	z_j54_r3_k1	z_j54_r3_k2	z_j196_r1_k1	z_j196_r1_k2	z_j196_r2_k1	z_j196_r2_k2	z_j196_r3_k1	z_j196_r3_k2	z_j219_r1_k1	z_j219_r1_k2	z_j219_r2_k1	z_j219_r2_k2	z_j219_r3_k1	z_j219_r3_k2	z_j258_r1_k1	z_j258_r1_k2	z_j258_r2_k1	z_j258_r2_k2	z_j258_r3_k1	z_j258_r3_k2	z_j261_r1_k1	z_j261_r1_k2	z_j261_r2_k1	z_j261_r2_k2	z_j261_r3_k1	z_j261_r3_k2	z_j308_r1_k1	z_j308_r1_k2	z_j308_r2_k1	z_j308_r2_k2	z_j308_r3_k1	z_j308_r3_k2	z_j339_r1_k1	z_j339_r1_k2	z_j339_r1_k3	z_j339_r2_k1	z_j339_r2_k2	z_j339_r2_k3	z_j339_r3_k1	z_j339_r3_k2	z_j339_r3_k3	z_j386_r1_k1	z_j457_r1_k1	z_j475_r1_k1	z_j475_r1_k2	z_j475_r1_k3	z_j477_r1_k1	z_j477_r1_k2	z_j477_r2_k1	z_j477_r2_k2	z_j481_r1_k1	z_j481_r1_k2	z_j481_r1_k3	z_j481_r1_k4	z_j481_r1_k5	z_j485_r1_k1	z_j485_r1_k2	z_j485_r2_k1	z_j485_r2_k2	z_j486_r1_k1	z_j486_r2_k1	z_j487_r1_k1	z_j487_r1_k2	z_j487_r1_k3	z_j487_r1_k4	z_j490_r1_k1	z_j490_r1_k2	z_j490_r2_k1	z_j490_r2_k2	z_j491_r1_k1	z_j491_r2_k1	z_j495_r1_k1	z_j495_r1_k2	z_j495_r1_k3	z_j495_r2_k1	z_j495_r2_k2	z_j495_r2_k3	z_j495_r3_k1	z_j495_r3_k2	z_j495_r3_k3	z_j495_r3_k4	z_j495_r4_k1	z_j495_r4_k2	z_j495_r4_k3	z_j496_r1_k1	z_j496_r2_k1	z_j496_r3_k1	z_j497_r1_k1	z_j497_r1_k2	z_j497_r1_k3	z_j497_r2_k1	z_j497_r2_k2	z_j497_r2_k3
19	0.0078125	-0.9616882798	0.1172207018	0.9484689342	0.4564155483	0.07157698158	0.1177048942	-1.603868858	0.6925541607	0.05593002769	-0.6004773607	0.2569465033	-0.9094170716	-0.3544624941	-1.614263213	0.2014589107	-1.202687167	3.295616735	-0.5363741393	-0.623979069	1.719363011	-1.738344466	-2.274568633	1.046321043	1.991390248	0.9246919438	-0.2941663312	0.6343351859	-1.323984232	-1.417323745	-1.287936027	2.794928244	0.7395683478	0.6892474941	-1.288903456	-0.9679304886	1.649734108	-0.0865255954	0.3119186015	0.1823907201	-1.009004525	0.5632117343	0.8660432521	-1.321045434	0.498136331	-0.502730426	0.2230294549	0.2061879491	0.08548093637	1.43298959	-0.4924741416	-0.5736601896	-1.529880514	-0.270696097	0.5219432069	-0.7106422806	1.250780513	2.043173333	-0.251383869	0.5703525617	-0.9626037195	0.6283672263	-0.4048784805	-0.6787746708	1.82742469	-1.136512913	1.541734536	-1.032811686	-0.3773728362	1.452113593	3.217513006	1.520121824	0.05190983923	-0.7354210264	-1.551257192	-0.2552064393	0.6563854619	0.820301107	1.248553983	0.1650614075	-2.220234422	0.02954249351	0.5163068959	-0.3707398971	0.4093705765	-1.304281498	0.3474449385	1.853018179	-2.008149294	-0.07396131659	0.004366644897	-0.0570188431	-1.671269736	0.4192748533	0.2720258891	-0.9238229022	2.021853557	0.358750047
20	0.0078125	-2.193627896	0.0909819663	0.2160603007	0.022249345	-0.4488453629	0.0455597371	-0.6328793033	2.280530895	-0.7120137859	-0.9266934072	-0.8024501549	2.485962206	1.567202905	-0.4471323651	0.06163768863	1.34905846	-2.116066862	-0.2692494196	1.209524605	0.6218700862	-0.1069869014	-0.7731098187	-0.6521110432	1.226099536	0.5001541571	-1.424044144	1.465420683	0.4555519182	0.4642204947	0.6376828643	0.9614288024	-0.4031021355	0.8821107184	-1.175623724	-1.384969111	0.02218260293	1.974940345	-0.08035252707	0.9135585728	-0.8816237825	-0.2668553154	-3.327301765	-1.108794333	2.055020875	0.7135119697	0.4037150861	1.81772583	0.3698122388	0.340938401	0.5508524964	-0.08667557599	-1.173115802	-0.2773536637	0.06140046118	-1.166774663	-0.09859741171	-0.0902046424	-1.039459209	-1.364486222	-0.8929620837	0.5230481439	0.5065618565	0.2871174924	0.5340661921	1.439425097	1.325013631	0.3102474381	-1.600329156	1.733066286	-0.4066880566	-1.133771897	0.971539947	1.606023793	1.144686905	-0.110289246	-0.9076957787	-0.5494801517	0.2486536415	-2.730623443	-0.0006280063407	-0.343195828	-0.02034989728	0.8845654908	-2.670263548	-1.59662328	0.6511326247	2.291011633	-0.8482895166	-2.801999548	-0.9985914522	0.3524993422	0.2649259989	-2.153160473	-3.81980772	3.041614367	-2.710493081	-1.293161118
21	0.0078125	-3.33660799	-0.1946023041	0.508994694	-1.292648107	-1.139735799	-0.5320220737	0.4809930389	-0.4447825743	-0.186817497	0.5353069662	0.8278905204	0.021880642	-0.07401176293	-1.523022959	0.1778439529	-0.7844479114	0.1629641803	0.8420413352	0.3662872251	-1.172157651	-0.06662370576	0.3153852617	0.5705689663	-1.430009172	0.4802362091	-1.609656018	0.420654048	-0.3341743711	-0.1118888293	-0.07289872662	0.7471947125	0.4919390077	1.085972829	-1.906139323	-0.6053006713	-0.120093535	1.844204992	1.996189953	1.78269873	-0.3753418168	1.311002502	0.7953058588	-0.536558872	1.4977365	1.811781685	-0.592974851	-0.8807731235	0.5609055335	3.099932391	-1.226757243	-0.1525276138	-0.3939011131	0.3798333359	1.227712519	-0.1926763313	1.059348477	-0.1700712967	-0.2424501478	1.760726532	-0.5081007869	0.4652567356	-1.137437859	-0.3914186339	0.09719644315	1.693750388	1.663551557	-0.545394062	0.7594505325	-1.159720971	-1.061924614	-0.8464682307	-0.8840806103	-1.400067165	-0.08139880423	0.6217207485	0.3655315176	1.475916477	-0.4562428627	-0.2601482488	0.2338425986	-1.095282896	1.08354965	-0.7340763351	2.01366418	0.6673115246	-0.8833946072	-1.180635233	-0.1660308867	0.1085339929	-1.129820675	-0.7337057538	-1.600294536	-0.3185489422	-0.3481562876	0.8946742709	-1.194837367	-1.117847805
22	0.0078125	-1.096592486	1.071946197	-0.04141628436	0.2900263857	-1.175281593	-1.525771597	0.9564065654	0.8424377736	0.1553990493	-0.3573351456	-0.764161407	1.266673858	3.383325535	0.513007868	-1.054803236	0.6622311363	-3.097985877	-0.247326207	1.367453653	0.6592176268	-0.2358728838	-0.1239983165	0.1448660041	0.9666460183	0.1083196846	-2.712746577	1.407400183	-1.370185107	0.9047859618	-0.04496619678	0.8350706952	0.8062217241	-1.878490718	-0.8972364616	0.6608903355	0.1769586608	-0.3835651211	-0.399444063	-0.2368688684	-2.416619043	1.592008536	-0.6702552172	-1.421402644	0.3684128648	-0.8570414929	-0.6553905098	1.990858792	-0.416200654	0.44192995	0.2982112395	1.560044399	0.3285134263	1.582527789	-0.7601918362	-0.3669916828	-0.8884683391	-1.567090105	1.400204842	0.437798581	-0.4524927612	-0.08811920746	-1.243406084	0.625421895	0.8916993876	0.4767492102	0.8248275998	-1.413732642	0.8854750024	-1.084734466	0.8470675746	-0.01522885114	1.467824431	-1.459131176	-1.671487854	-0.1367125974	-0.4620029759	-0.9059390592	-0.8217144223	-2.942274949	-1.151039439	-0.6532135241	0.3495194872	-1.66544064	-1.469654612	-0.7122944792	-1.360472866	0.4260923928	0.07819122458	2.496085564	1.760270644	1.150980935	-0.6490646903	2.64537092	-1.256194632	0.09822698839	1.083654907	-0.6999514183
23	0.0078125	0.3128994877	-0.2991527178	-0.2184790457	-1.382795029	0.8224150302	-0.4819224461	0.2727647914	-0.7340810499	-1.143767445	1.797725444	0.2339260853	-0.8219414358	-0.1282448069	0.771239158	1.998517757	-0.06464104933	2.000922875	-1.533028254	-1.285344274	1.590047797	-1.393199573	-0.7425731729	-0.02962143959	1.041723122	1.378340718	-0.3395950138	0.6799396124	-1.471238689	2.32073621	2.978063312	-0.8482384266	-0.7244555426	0.7253788712	-0.990434971	0.1718296965	-0.4907357794	-1.839335328	0.03839071133	-0.2593512677	-0.08843443591	-1.152015434	1.278444267	0.05622786915	-0.6373053273	-1.768336376	0.2383417281	-2.709729189	-0.7619398744	-2.014251878	0.1655666428	0.4572341573	1.324583197	-0.3151841067	-0.9759787818	-0.1140330687	-2.660300471	2.437433868	0.3731065086	-1.010609869	-0.483183315	0.6465386103	-0.3706585201	-2.686127937	0.4105732738	1.247590316	1.991314883	1.764897437	0.3089029079	-1.1987653	-1.045351196	0.6549904265	1.138819928	-0.1209350982	-1.419235408	-0.1217873126	-1.049285079	0.1180422007	-0.6547790431	-0.03299340197	-2.765967229	-0.9463435862	2.275436372	3.321087574	-1.66447912	0.8560812769	-0.6252760394	-0.5941421936	0.6910659369	0.3454636923	1.413738212	1.401418526	-0.1142193502	1.651950675	1.342031395	-0.4894182257	0.3172047565	1.737567158
24	0.0078125	-1.500916589	-0.992714931	-1.934167323	0.4885220107	0.7595392693	1.171930147	-0.6880117891	-0.4372635787	1.296976997	-0.4942460581	-0.5095542119	-1.215265799	1.295131817	-0.09074820947	-0.8130224721	0.2944756533	0.543102697	1.830637795	-0.1920531277	-0.8762900188	-0.2750258948	-2.191524045	-0.206472899	-0.884812216	0.1201916238	0.793633102	0.4293076998	-0.5151411515	0.6736945535	-1.247921566	1.431637559	0.3512358935	0.3733299128	-0.7676106075	-1.511306168	1.427388635	-2.157914933	-0.1648425173	-0.827171932	0.9272765717	-2.572016334	-1.25777487	-1.232428595	-2.270625094	0.1292939569	-0.2848039452	0.05654482352	-0.2686106115	1.174328301	-0.989408738	-0.2787273385	0.0890309882	-1.389211259	-1.845050867	-0.4043963241	1.610774135	0.574287544	0.7165161404	1.570612077	-0.2295549798	0.8162311946	0.3161898486	-0.1587784553	0.7505458886	0.8707052702	-0.9045064911	-1.158326362	2.141290854	0.3798094793	1.175883903	-1.639109349	-1.141644386	-0.5746280828	-1.259929563	-0.898563833	0.8483492996	0.8106403572	-0.782678857	-1.583429111	0.1973288969	-3.467845554	1.072930175	0.2002863071	1.814064173	2.343031172	0.6128857563	0.6744497379	-2.611558556	0.6798518885	-0.649072036	0.9958820057	1.668956692	0.8327041524	-0.4008485488	2.228070644	-1.031458702	-1.504173436
25	0.0078125	0.1912506581	0.5333406175	-1.110060662	-0.9075362643	-1.445968855	1.645282858	0.5906603606	0.4745118841	0.08208661928	1.269292941	0.7790234356	1.282203937	0.7072244646	-0.4052851088	-0.03815535623	0.8295333266	0.2936419804	-1.768303354	-1.815223745	-0.1614655638	-0.1068510348	-0.1213249991	0.9861077958	-1.168536559	-1.031675929	-2.089077594	0.08968348984	-1.262756203	1.924530042	0.07362283465	-1.075695933	-0.4655621056	1.495167215	0.75880538	-1.576748335	-1.444376492	-0.1390162298	1.63561772	0.7791502311	0.204538191	-0.1321536267	1.580799579	-2.47032384	1.106233264	-0.9846434796	-0.7139988206	-1.539368935	-0.3088827343	1.252006751	-0.2220102957	0.09928693979	-1.216237295	-1.356372015	-1.063824457	0.9176519973	0.9324315829	-2.14822728	-0.211611028	3.224432163	0.03184988818	-0.3976274729	0.05878958104	-1.092449855	3.218370908	-0.248417167	-3.767529397	0.007153893493	-1.55845657	0.07653629713	2.736944222	0.5153571728	-1.033028572	-0.9759854639	-0.4466892516	-0.9870416537	0.498356907	2.696160975	-0.2623811477	-2.601992612	-0.3729200176	-1.657729625	-0.8268591623	0.6406420723	-0.358451868	-0.1977996641	0.09468033918	1.834772051	0.08225279135	1.181677844	1.059274036	-1.843651086	-0.09843769258	-1.159718968	-0.3524622376	-1.664694602	0.9947686186	-0.229387839
26	0.0078125	1.716369003	0.4238583254	1.126220682	0.2666736967	1.150458835	-1.358037351	-0.4179735231	0.6780651011	0.8660093071	-0.4899217302	1.994913916	-0.2556757618	-1.128096883	0.7444983706	-0.5414778268	1.440653596	-0.0365510072	0.5277889824	-2.961637082	-1.410925393	2.311572914	0.09557828264	-1.18718197	1.336754103	-2.120236219	0.5770648551	0.5709680703	-1.045307824	2.585868105	-0.5878026459	1.045586436	1.167814637	-0.1204917069	0.4907329815	0.5759872854	0.3610709296	1.790807049	-0.7032232149	0.4727745104	-0.9851225418	-1.33155105	0.03987164915	-0.526903417	-0.2204405015	-0.006031473464	1.794284365	-2.2787192	0.03163304498	0.13556731	0.6324396491	-2.274907262	-1.636895427	-0.3497244548	-1.164732185	0.4136733031	0.2889622133	0.3371100083	1.52937995	1.300864	-1.157007337	0.5629016579	-0.5675387956	-0.5454862349	0.320016138	0.4657596627	0.9104394744	-0.952127891	1.465004518	0.680629778	1.122700372	0.4988814622	-1.505745958	-0.1203750676	0.6305484472	-0.5260431192	-0.2401184406	0.6271726678	-0.6399935134	-1.874422599	-0.1257148588	-1.330117261	0.7013168885	-0.7647561854	-0.4190015204	4.567827741	-2.464721819	0.2162110473	0.3307119634	2.61922429	0.7201779621	-3.109505552	1.667153207	-0.1358855225	-0.3997710455	0.7021930992	0.2475632391	-0.0642402373
27	0.0078125	0.1432715607	0.1498528369	-1.753163632	-0.01114333127	-0.304568124	-0.4400439881	-0.3967670359	0.915584923	-0.5373613729	0.2551443524	1.250090891	-0.5781294678	-0.06301131678	-0.634327012	0.3328177713	-0.5030503463	0.4310835857	-0.7115420261	0.3647595412	0.05348853608	0.6651101143	1.154481204	-1.214164915	0.39313927	-0.672574588	-0.5102813493	-1.811445641	-0.3365322973	0.004021691495	-1.004349234	1.436505121	0.05320928327	-0.4876887821	-1.137784527	1.311519369	-0.8687944807	-1.870479234	0.7044305183	-0.1044204158	1.096680718	-0.3169510188	-0.4203977305	-1.467668524	0.9232260129	0.8943512719	-1.208617663	1.151675957	0.6811006082	1.63135572	-0.7405768064	-0.4167671537	-1.356906551	1.786132825	0.9395865412	-0.8921518034	-0.5643327804	-0.4258105459	0.1195696279	-0.6052199162	2.266687182	-1.335573598	-2.764322411	1.05919452	2.056947564	-0.1747429396	-1.477038211	-0.006389118966	0.5170922212	0.246737521	0.27136828	0.6853784857	0.3679911092	1.144295774	1.619652021	1.810380873	-0.7082251281	-0.100986385	0.3848869248	-0.8736565827	-0.5176852329	-1.788110866	-0.7019813813	-0.2834413859	0.6682884563	-1.236407914	-0.4132710634	-0.02613727148	-0.411067457	-0.5548344152	0.3978775182	1.326768644	-1.788145701	-0.6645256191	-0.220575205	-2.890029091	-0.4285510277	-1.535809729
28	0.0078125	-1.168325287	0.3813309811	-0.5759490667	1.803610287	-2.300102362	-0.4384315158	0.4979761466	-1.995597211	1.161517682	0.863407553	0.5017359212	0.6147034973	0.1164123335	-0.407985602	-0.3471316756	-1.492247588	1.582826565	1.344196239	0.2051070976	-1.778517581	0.9871662777	0.4689507598	-0.202660755	0.4589479707	-0.2736968042	-0.7917525692	-0.765845824	2.114620374	-2.194829193	-0.1656375202	-0.9284024602	-1.369466537	-0.9557789608	0.5795507355	3.197102446	-3.704532487	-4.440196109	0.1796741583	-1.163606285	-1.97312162	-0.2820744829	0.7360008719	-1.023244064	-1.497167173	0.891060918	-1.213384446	-0.8370807956	0.7952755243	1.86707538	0.5052743138	1.870713459	0.1805304891	-0.6316564456	-1.418022676	-0.2746056484	-0.5888396204	0.3054387295	0.306982352	1.36202149	0.6472935389	0.3021193133	-0.7400160291	1.385898883	1.011657797	0.544767482	1.431888739	-0.0677604199	-0.1620050392	0.5759904637	3.46163494	-0.300701791	-0.8685277654	-2.727117367	0.906742827	-0.2175843796	1.401342492	0.5873307523	1.287481393	0.005253120352	-0.2613434074	-0.4497435637	1.054447448	1.479505143	0.4441218094	1.002167771	-0.3851307182	-0.9676458169	-0.282018663	-0.7956043343	-2.019620862	0.7002644794	-1.396895607	1.100961864	1.74271837	-0.1417067043	-0.2188021344	-3.529933399
29	0.0078125	-2.395493201	-0.6273125075	-1.639098274	0.2347545889	0.6147447537	1.01041683	1.87755662	-0.927817975	-0.03109096416	0.4691754916	0.457978493	-0.8095891356	0.008245217499	0.3643411434	-0.607546971	0.81512591	0.565511971	1.180280397	0.516182433	1.176511186	-0.2396627246	1.085597929	-1.157311202	1.593659521	1.647533084	-0.3642057587	-0.521063761	0.4454169687	0.5728647584	-1.290827645	-0.7785097036	-1.039890725	-0.4628104572	-1.733269939	-1.869472785	-0.2736601542	-0.1623101281	0.3525715813	-0.4258889409	0.4415760008	-1.136827768	1.081747246	-0.05962625046	0.3058936708	0.2792081854	-2.286867578	-0.5402278286	-0.4458123103	-0.0612594887	-1.097379994	0.4895705252	-0.3069990983	-0.5743195943	-1.745725162	1.319371271	3.867646878	-0.311611932	0.7134119106	0.5351075404	-0.2319427071	0.04561803652	-1.109210427	0.5114346212	0.2412053088	1.034113746	0.7227466207	2.180382723	0.5999498049	-0.2246921821	-1.615140095	0.6449233605	1.384250724	1.696125484	1.827581799	2.187425581	-1.108555194	-2.727149042	-0.4884624491	-0.8692889182	-1.098364595	-3.921102968	0.5557391163	0.4952086336	2.249240483	2.22637841	-0.1689565089	-0.8862631426	1.495773151	0.2509456889	-1.600472513	-1.41731358	0.1052241229	0.3139519961	1.690403677	-0.6426204945	-0.4678836257	-0.07312124572
30	0.0078125	0.004260354714	-0.9732471188	0.2390898098	0.04030095329	1.540386695	0.9414469918	-0.06557519797	-2.767069213	-0.334881515	2.070074194	-0.1968393707	1.812351232	0.3817327193	1.384444058	-0.05956255325	0.1237421063	-2.414498595	-0.7629458279	0.7962091475	0.05112367616	-0.6357086695	1.859630163	-0.7352252018	1.364447923	0.5280307858	2.121072908	-1.027960811	-1.287949105	-2.411558149	0.3404771926	-0.322109059	0.5775217045	-1.225461398	-2.199944399	-2.303283486	0.2910282345	-2.408103766	0.8590970746	-0.05716962464	-1.14747396	-1.161534165	1.006435259	0.7431415233	-0.7403855945	-0.8855207507	0.5415318096	-2.212277674	-0.02198709348	-0.9689840475	1.566504293	-1.999267094	-1.695271115	0.5450091315	-0.5354995652	0.6048097037	2.316297291	0.8865550994	0.7092626435	0.1112769552	0.5068366647	-0.03326494197	2.112979035	2.41130795	0.9034913491	1.106857647	0.3222888934	2.800624121	-1.203725484	-1.111310955	1.248704492	-0.3402897539	0.01014749203	2.251240119	-0.2353177549	2.623017649	-0.5138736743	0.6674973993	0.2802114719	-0.7412018866	-0.9792011348	1.207812697	1.207101784	-2.565084096	1.638775897	2.058056064	0.6003706328	0.1272691052	0.1378875993	2.44551217	-0.4621715634	2.144317591	1.730062716	-0.09006575238	-1.172192258	-0.5488101425	-1.622211859	0.2884031282
31	0.0078125	1.118603221	0.408994965	2.842105022	-3.198987141	-3.769172634	-1.173460199	-2.705786699	0.4026032135	1.179660703	-1.553280708	-0.6089832682	0.9208872174	0.7367109969	2.177185821	-0.7967169702	3.102388275	-0.3540615449	-2.185612958	2.379174281	2.252663906	-1.55950256	-1.203776334	0.6066481263	-0.007603803943	-2.277772956	-0.5182096493	0.8472197224	1.783186311	-0.9423569213	0.5624813926	1.978728528	-0.7542526688	-1.725178019	-1.780541368	0.3685001799	-2.088742669	-2.904418061	0.2323162629	-0.1404731653	0.882267013	-0.3668204806	1.393263058	-1.070315874	0.9723339036	-0.407511029	0.4216348459	-0.09481608461	-0.09470054821	1.915081793	0.5875522101	-0.02150585265	-0.4227670404	1.048708721	-1.165235382	-0.1634623906	-1.280820961	1.332751612	0.2069487437	0.5034451676	1.9051711	-1.139217282	0.7609982262	1.632078407	0.6876583621	0.346536996	-1.646181547	1.127256141	-0.9951798701	0.3636138812	-0.1145828659	1.530907224	-1.591570136	-0.2504638013	-0.1967870349	1.221142244	-0.7155435092	0.7888804893	0.04307836575	-0.7705971968	-1.90016035	1.384358787	-2.072814396	2.556277544	-0.724225101	2.42893027	-2.124885464	0.06592395596	-0.6151032213	-0.6098790745	0.9220592766	-1.625373928	0.05392524027	-1.847976232	-2.511426919	0.5314095918	-0.7454892864	-0.6004601371
32	0.0078125	1.20208337	1.200564915	-0.4931976795	-0.1840322255	0.3826233617	0.3801298549	0.3554993212	0.4200298568	0.8334732037	-0.6527287583	-1.005139114	0.08011699519	-1.430642309	0.3258857953	1.701361026	2.902553002	1.010868292	0.03362752133	0.8163215245	0.5336324771	-1.925056269	0.1254672051	-1.280507801	3.102160613	1.507852307	-0.9190473979	-1.687472535	-0.1697519465	-2.832318257	0.3928923111	1.120955106	-0.5986051312	-0.6589981853	-0.1606428633	-0.5305265603	-1.362524957	-0.3012214591	0.8636843352	0.6020178284	-1.773414102	1.029130412	1.741967076	-2.087675039	0.8677927074	-2.844957701	0.2425632815	-2.7164888	-0.7385935298	0.7925411071	0.5733138038	-1.504168614	-0.08062438075	0.1317089169	0.2386824414	-1.123159788	0.3970309815	-0.6078685172	0.9682864769	-0.1444789162	-1.130923684	-0.06592364035	0.3491835311	1.335589451	1.062399689	0.4143892983	-2.012461136	0.393337895	1.932989336	-1.430878998	-0.5166416627	-0.9118029396	2.547841531	1.288617188	1.756753099	-0.6666268951	2.059571757	1.735253131	-1.785581355	0.139286394	1.416914948	-0.2997101677	-2.037239535	1.708503878	1.116102073	-0.1270841917	-1.346394505	-1.176049417	0.4084136438	-0.3825042085	1.43894568	-0.7314934455	0.196012111	1.37513039	-0.719398599	1.230210185	-0.5676922866	-0.6431522107
33	0.0078125	-0.4498540255	0.1776049787	0.6890549322	-1.69358075	0.9103056529	-0.7149737655	1.271291511	-1.607107236	0.8781942097	1.083223426	1.644912337	0.5482534811	-0.6837938524	1.264384561	-1.328760906	0.8681951513	-0.568860502	0.7875240118	1.406350436	-3.042841086	1.462048993	1.75558909	-0.370026707	-0.5190281305	0.5929117706	0.03431177072	-1.077063927	0.5264082756	0.05031688293	-0.03343286285	1.809747319	0.1732538158	-1.319170691	-2.084518686	1.151044264	0.976817735	-0.2162875625	1.636176539	0.5155093065	0.6613375083	-0.06309932051	0.8374200904	-1.235820359	0.07916372736	-0.189023774	-0.8725622689	-0.6935505856	-0.1480429908	-2.764071523	1.003138101	0.5325050216	-0.3959027993	0.02294024246	-1.688212726	0.110146677	0.07895333271	0.006119340045	-1.669889626	0.8639061835	0.2996060826	-0.892336278	-0.789066866	1.850536877	0.8456199643	0.4428434676	1.077460748	1.296838452	-2.745360554	0.6037133464	0.8058689644	0.4987363229	0.654422242	1.818652034	0.4454322827	-0.1528345752	1.467205165	-0.4954339572	0.4685136912	0.7909731628	0.839691762	-1.089617126	0.2354765562	0.4895897008	0.9825467053	-0.9993100509	-0.2900275016	2.350853019	1.045160202	0.8200925776	-1.980346018	0.1484035727	1.664185609	-2.326667169	0.7473280564	-0.7943469568	-0.8397388913	0.04960602647
34	0.0078125	0.4040081581	0.3407911354	1.264187019	-2.177706474	0.7934720157	0.5900541709	0.8407548743	-0.5379983742	-0.06351588879	0.4456060906	0.2389562914	0.6749828633	1.230226375	-0.6508959627	-0.379882654	0.5401759982	1.123273735	-0.5083991815	-0.8765176021	0.1415392109	2.070511886	-0.7413539472	-0.941559171	-1.234342108	-0.2193364612	1.43366936	-0.01527470804	0.2640989001	-0.103756588	-0.3892440406	0.1753083398	-2.166038468	-0.4599177737	-0.9614730115	0.394092152	-3.754849417	-0.4122717175	1.282058619	0.9293811156	-0.6127098058	1.794472599	0.1387196529	0.6793969932	-1.407654226	0.4382694508	-1.15531727	-1.284354988	-0.02735428488	0.3462474756	-0.7953306472	-0.303165946	1.04449763	3.195652763	-1.350482304	-0.270897692	1.510841853	-0.05841553961	-0.3037067379	-0.243842616	-0.281138448	0.5281306696	1.009324638	0.2514335102	1.226824715	0.4566479849	-0.8829858667	0.7291576038	-1.424792793	2.484672427	0.4112514476	-0.6717117309	-0.1336107088	-1.434661528	1.635443012	-0.5064074025	-0.3470898474	0.9825625528	1.380330447	-0.8198402485	1.737523934	-0.897717904	-0.4276209055	1.560533458	0.9383875307	2.266271428	-1.007894562	-0.9368872742	-1.985124189	-1.895739254	-1.062584785	1.61721883	-0.5616381632	0.6462480644	0.8844720491	0.2950169204	0.8161920833	-2.225981345
35	0.0078125	-1.205776094	-0.5997523413	-0.297658469	-0.3057961257	-1.062404974	0.5787571729	-0.2388180395	-1.036289818	0.6774981051	0.5247405067	1.002455655	-0.9794379488	-0.03832736871	0.7229974852	1.257640024	1.601069515	-1.264955495	-0.2304309921	-1.117141214	2.043668237	-1.753600672	1.539664798	-1.922746085	-0.1181393812	1.338539696	-2.426906023	0.217164543	1.285333241	-0.3936832601	0.7771141757	1.263482458	1.11865067	0.7968660296	-2.212646141	-1.992458208	-1.598159566	-3.023160773	-0.1074723969	-0.9515627921	-0.6936841215	-1.455481485	1.051465138	-0.629213808	-1.048673374	0.6370834717	-1.161859484	-0.702298951	-0.8370290753	-0.284305732	-0.8258270015	2.345397152	1.856274353	0.152323345	-2.369828756	0.0395205413	0.6321761687	-0.7242502266	-1.01140781	0.7771094253	0.6594472347	-3.785959263	0.7782309261	0.03455933862	0.4887409504	1.961446202	-1.806192408	2.374927323	-0.1139214745	-0.5851290646	0.226531953	0.4332958212	-0.5626313413	1.579610974	-1.189905522	-0.6203663795	1.052114252	0.1934763458	-0.3642168569	-0.5674420319	0.7975598889	0.4782257075	1.554549614	-1.192572293	0.7233297687	0.08266334242	-0.4345848623	1.218099524	1.431514236	0.02967492815	0.02752768483	-2.668498495	0.9614882045	0.4925879199	-1.073375225	-0.2623266851	0.8569031285	-0.2910092811
36	0.0078125	-0.7420692024	-0.1507197073	2.025777698	0.04315319913	1.209688381	0.5501063342	0.8565007212	2.034830081	-0.1011737579	0.2201302534	0.4637059037	0.1940695318	0.8045066388	-0.7688737901	-0.3888429091	0.677463069	0.8209434012	1.328337476	-0.4203381457	0.04650638432	-1.528282587	-0.7142790976	-0.0662817311	-1.635054721	-0.8922960962	1.873082764	-2.011201858	1.036086616	1.91477472	-0.7047832439	0.4304810111	1.852829741	-2.095800494	-0.4404663407	0.9469655915	-2.353463382	2.286256032	-0.2503040411	-0.6279446382	-0.8897991614	-1.703270015	1.501100971	-0.3251929814	-2.761510598	-2.009995156	1.218031632	2.157819349	-0.1463582773	0.987106862	-0.7239039652	-1.224966291	-0.9911020481	2.184852762	-1.099754047	0.09611846981	0.9906280723	-1.067890518	1.441297117	1.436266859	0.6474755046	-0.643039196	-0.5366526158	-2.951707987	1.951022936	-1.826892401	-0.2898795	-2.953929772	-0.08823135829	0.8628366696	-0.3238298745	-2.386454539	-1.399636804	-0.1693985408	-0.4173775565	-0.05955470339	-0.9305749918	0.1013152994	0.2374513414	-1.527456128	1.01976441	-0.8837281232	-0.2127218882	-1.94961994	2.096746402	-0.8933646769	-1.712805077	0.8542980969	1.128593335	-1.218778469	0.5468771563	0.5515792009	0.8862425749	-0.2653437039	1.493202623	0.1663678283	-1.865529827	-0.8356750639
