sample	weight	entry_index	target_row_index	node_label	node_type	junction_id	row	incoming_road	outgoing_road	local_outgoing_index	matrix_column	true_turning_fraction	sample_turning_fraction
2	0.015625	126	40	RB28	roundabout	495	4	151	116	2	2	0.1263820033	0.3095039569
2	0.015625	127	40	RB28	roundabout	495	4	151	117	3	3	0.1479954726	0.4436684388
2	0.015625	128	40	RB28	roundabout	495	4	151	130	4	5	0.6208426882	0.1942487912
2	0.015625	129	41	RB29	roundabout	496	1	130	151	1	1	0.4035299007	0.6059157351
2	0.015625	130	41	RB29	roundabout	496	1	130	154	2	2	0.5964700993	0.3940842649
2	0.015625	131	42	RB29	roundabout	496	2	149	151	1	1	0.8167737525	0.2896696628
2	0.015625	132	42	RB29	roundabout	496	2	149	154	2	2	0.1832262475	0.7103303372
2	0.015625	133	43	RB29	roundabout	496	3	155	151	1	1	0.8242018087	0.6542985735
2	0.015625	134	43	RB29	roundabout	496	3	155	154	2	2	0.1757981913	0.3457014265
2	0.015625	135	44	RB30	roundabout	497	1	93	101	1	1	0.3153225725	0.5025878005
2	0.015625	136	44	RB30	roundabout	497	1	93	102	2	2	0.2770249858	0.05939899622
2	0.015625	137	44	RB30	roundabout	497	1	93	106	3	3	0.2340617563	0.01330674447
2	0.015625	138	44	RB30	roundabout	497	1	93	108	4	4	0.1735906854	0.4247064588
2	0.015625	139	45	RB30	roundabout	497	2	117	101	1	1	0.3122290488	0.1945571709
2	0.015625	140	45	RB30	roundabout	497	2	117	102	2	2	0.2592788299	0.3846040845
2	0.015625	141	45	RB30	roundabout	497	2	117	106	3	3	0.2120829778	0.1501516457
2	0.015625	142	45	RB30	roundabout	497	2	117	108	4	4	0.2164091434	0.2706870989
3	0.015625	1	1	J686	junction	54	1	139	168	1	1	0.09361418821	0.7367697552
3	0.015625	2	1	J686	junction	54	1	139	171	2	2	0.8485888076	0.1367637647
3	0.015625	3	1	J686	junction	54	1	139	173	3	3	0.0577970042	0.1264664802
3	0.015625	4	2	J686	junction	54	2	163	168	1	1	0.4909049022	0.5123499912
3	0.015625	5	2	J686	junction	54	2	163	171	2	2	0.2553048155	0.1403802355
3	0.015625	6	2	J686	junction	54	2	163	173	3	3	0.2537902823	0.3472697733
3	0.015625	7	3	J686	junction	54	3	180	168	1	1	0.5068835416	0.1914848739
3	0.015625	8	3	J686	junction	54	3	180	171	2	2	0.2399326074	0.3149164207
3	0.015625	9	3	J686	junction	54	3	180	173	3	3	0.2531838511	0.4935987054
3	0.015625	10	4	J168	junction	196	1	939	969	1	1	0.5007600539	0.3155853235
3	0.015625	11	4	J168	junction	196	1	939	971	2	2	0.2183178039	0.2455530086
3	0.015625	12	4	J168	junction	196	1	939	972	3	3	0.2809221422	0.4388616679
3	0.015625	13	5	J168	junction	196	2	957	969	1	1	0.120008088	0.3651598462
3	0.015625	14	5	J168	junction	196	2	957	971	2	2	0.7942807287	0.2515978039
3	0.015625	15	5	J168	junction	196	2	957	972	3	3	0.08571118326	0.3832423498
3	0.015625	16	6	J168	junction	196	3	986	969	1	1	0.4189197906	0.5643393226
3	0.015625	17	6	J168	junction	196	3	986	971	2	2	0.171321574	0.1986767189
3	0.015625	18	6	J168	junction	196	3	986	972	3	3	0.4097586354	0.2369839585
3	0.015625	19	7	J245	junction	219	1	801	800	1	1	0.3612270427	0.09857948624
3	0.015625	20	7	J245	junction	219	1	801	806	2	2	0.1525558405	0.6069938119
